,secuencia,K-means0.5,K-means0.55,K-means0.6000000000000001,K-means0.6500000000000001,K-means0.7000000000000002,K-means0.7500000000000002,K-means0.8000000000000003,K-means0.8500000000000003,K-means0.9000000000000004,K-means0.9500000000000004
100,sequence_47690,3,3,3,3,3,3,3,3,3,3
101,sequence_47712,0,0,0,0,0,0,0,0,0,0
102,sequence_47714,0,0,0,0,0,0,0,0,0,0
103,sequence_47725,0,0,0,0,0,0,0,0,0,0
104,sequence_47669,4,4,4,4,4,4,4,4,4,4
105,sequence_47668,4,4,4,4,4,4,4,4,4,4
106,sequence_47670,4,4,4,4,4,4,4,4,4,4
107,sequence_47665,4,4,4,4,4,4,4,4,4,4
108,sequence_47661,4,4,4,4,4,4,4,4,4,4
109,sequence_47667,4,4,4,4,4,4,4,4,4,4
110,sequence_47726,3,3,3,3,3,3,3,3,3,3
111,sequence_47734,3,3,3,3,3,3,3,3,3,3
112,sequence_47811,3,3,3,3,3,3,3,3,3,3
113,sequence_47662,3,3,3,3,3,3,3,3,3,3
114,sequence_47731,4,4,4,4,4,4,4,4,4,4
115,sequence_47733,4,4,4,4,4,4,4,4,4,4
116,sequence_47732,3,3,3,3,3,3,3,3,3,3
117,sequence_47755,1,1,1,1,1,1,1,1,1,1
118,sequence_47746,4,4,4,4,4,4,4,4,4,4
119,sequence_47754,1,1,1,1,1,1,1,1,1,1
120,sequence_47753,4,4,4,4,4,4,4,4,4,4
121,sequence_47740,7,7,7,7,7,7,7,7,7,7
122,sequence_47742,7,7,7,7,7,7,7,7,7,7
123,sequence_47715,0,0,0,0,0,0,0,0,0,0
124,sequence_47718,0,0,0,0,0,0,0,0,0,0
125,sequence_47717,0,0,0,0,0,0,0,0,0,0
126,sequence_47720,5,5,5,5,5,5,5,5,5,5
127,sequence_47716,0,0,0,0,0,0,0,0,0,0
128,sequence_47719,0,0,0,0,0,0,0,0,0,0
129,sequence_47723,0,0,0,0,0,0,0,0,0,0
130,sequence_47722,0,0,0,0,0,0,0,0,0,0
131,sequence_47674,1,1,1,1,1,1,1,1,1,1
132,sequence_47676,7,7,7,7,7,7,7,7,7,7
133,sequence_47711,0,0,0,0,0,0,0,0,0,0
134,sequence_47739,7,7,7,7,7,7,7,7,7,7
135,sequence_47735,0,0,0,0,0,0,0,0,0,0
136,sequence_47793,1,1,1,1,1,1,1,1,1,1
137,sequence_47801,2,2,2,2,2,2,2,2,2,2
138,sequence_47805,1,1,1,1,1,1,1,1,1,1
139,sequence_47802,2,2,2,2,2,2,2,2,2,2
140,sequence_47794,1,1,1,1,1,1,1,1,1,1
141,sequence_47728,2,2,2,2,2,2,2,2,2,2
142,sequence_47808,6,6,6,6,6,6,6,6,6,6
143,sequence_47792,2,2,2,2,2,2,2,2,2,2
144,sequence_47791,1,1,1,1,1,1,1,1,1,1
145,sequence_47788,2,2,2,2,2,2,2,2,2,2
146,sequence_47729,2,2,2,2,2,2,2,2,2,2
147,sequence_47809,6,6,6,6,6,6,6,6,6,6
148,sequence_47737,6,6,6,6,6,6,6,6,6,6
149,sequence_47810,6,6,6,6,6,6,6,6,6,6
150,sequence_47766,2,2,2,2,2,2,2,2,2,2
151,sequence_47736,6,6,6,6,6,6,6,6,6,6
