,secuencia,K-means0.5,K-means0.55,K-means0.6000000000000001,K-means0.6500000000000001,K-means0.7000000000000002,K-means0.7500000000000002,K-means0.8000000000000003,K-means0.8500000000000003,K-means0.9000000000000004,K-means0.9500000000000004
57,sequence_47751,9,9,9,9,9,9,9,9,9,9
58,sequence_47741,24,24,24,24,24,24,24,24,24,24
59,sequence_47743,24,24,24,24,24,24,24,24,24,24
60,sequence_47752,24,24,24,24,24,24,24,24,24,24
61,sequence_47745,15,15,15,15,15,15,15,15,15,15
62,sequence_47747,5,5,5,5,5,5,5,5,5,5
63,sequence_47748,15,15,15,15,15,15,15,15,15,15
64,sequence_47749,15,15,15,15,15,15,15,15,15,15
65,sequence_47744,5,5,5,5,5,5,5,5,5,5
66,sequence_47721,27,27,27,27,27,27,27,27,27,27
67,sequence_47759,21,21,21,21,21,21,21,21,21,21
68,sequence_47774,20,20,20,20,20,20,20,20,20,20
69,sequence_47770,2,2,2,2,2,2,2,2,2,2
70,sequence_47713,15,15,15,15,15,15,15,15,15,15
71,sequence_47738,15,15,15,15,15,15,15,15,15,15
72,sequence_47769,2,2,2,2,2,2,2,2,2,2
73,sequence_47702,0,0,0,0,0,0,0,0,0,0
74,sequence_47672,0,0,0,0,0,0,0,0,0,0
75,sequence_47705,0,0,0,0,0,0,0,0,0,0
76,sequence_47694,6,6,6,6,6,6,6,6,6,6
77,sequence_47691,6,6,6,6,6,6,6,6,6,6
78,sequence_47701,14,14,14,14,14,14,14,14,14,14
79,sequence_47706,14,14,14,14,14,14,14,14,14,14
80,sequence_47675,25,25,25,25,25,25,25,25,25,25
81,sequence_47698,6,6,6,6,6,6,6,6,6,6
82,sequence_47688,19,19,19,19,19,19,19,19,19,19
83,sequence_47704,28,28,28,28,28,28,28,28,28,28
84,sequence_47708,8,8,8,8,8,8,8,8,8,8
85,sequence_47709,12,12,12,12,12,12,12,12,12,12
86,sequence_47677,12,12,12,12,12,12,12,12,12,12
87,sequence_47692,3,3,3,3,3,3,3,3,3,3
88,sequence_47703,28,28,28,28,28,28,28,28,28,28
89,sequence_47707,8,8,8,8,8,8,8,8,8,8
90,sequence_47762,7,7,7,7,7,7,7,7,7,7
91,sequence_47765,28,28,28,28,28,28,28,28,28,28
92,sequence_47767,28,28,28,28,28,28,28,28,28,28
93,sequence_47812,7,7,7,7,7,7,7,7,7,7
94,sequence_47761,28,28,28,28,28,28,28,28,28,28
95,sequence_47764,7,7,7,7,7,7,7,7,7,7
96,sequence_47763,7,7,7,7,7,7,7,7,7,7
97,sequence_47699,3,3,3,3,3,3,3,3,3,3
98,sequence_47687,3,3,3,3,3,3,3,3,3,3
99,sequence_47693,12,12,12,12,12,12,12,12,12,12
100,sequence_47690,3,3,3,3,3,3,3,3,3,3
101,sequence_47712,18,18,18,18,18,18,18,18,18,18
102,sequence_47714,18,18,18,18,18,18,18,18,18,18
103,sequence_47725,3,3,3,3,3,3,3,3,3,3
104,sequence_47669,22,22,22,22,22,22,22,22,22,22
105,sequence_47668,22,22,22,22,22,22,22,22,22,22
106,sequence_47670,6,6,6,6,6,6,6,6,6,6
107,sequence_47665,6,6,6,6,6,6,6,6,6,6
108,sequence_47661,6,6,6,6,6,6,6,6,6,6
109,sequence_47667,19,19,19,19,19,19,19,19,19,19
110,sequence_47726,13,13,13,13,13,13,13,13,13,13
111,sequence_47734,13,13,13,13,13,13,13,13,13,13
112,sequence_47811,23,23,23,23,23,23,23,23,23,23
113,sequence_47662,6,6,6,6,6,6,6,6,6,6
114,sequence_47731,4,4,4,4,4,4,4,4,4,4
115,sequence_47733,13,13,13,13,13,13,13,13,13,13
116,sequence_47732,13,13,13,13,13,13,13,13,13,13
117,sequence_47755,13,13,13,13,13,13,13,13,13,13
118,sequence_47746,15,15,15,15,15,15,15,15,15,15
119,sequence_47754,24,24,24,24,24,24,24,24,24,24
120,sequence_47753,13,13,13,13,13,13,13,13,13,13
121,sequence_47740,24,24,24,24,24,24,24,24,24,24
122,sequence_47742,2,2,2,2,2,2,2,2,2,2
123,sequence_47715,27,27,27,27,27,27,27,27,27,27
124,sequence_47718,3,3,3,3,3,3,3,3,3,3
125,sequence_47717,27,27,27,27,27,27,27,27,27,27
126,sequence_47720,12,12,12,12,12,12,12,12,12,12
127,sequence_47716,3,3,3,3,3,3,3,3,3,3
128,sequence_47719,27,27,27,27,27,27,27,27,27,27
129,sequence_47723,3,3,3,3,3,3,3,3,3,3
130,sequence_47722,3,3,3,3,3,3,3,3,3,3
131,sequence_47674,6,6,6,6,6,6,6,6,6,6
132,sequence_47676,12,12,12,12,12,12,12,12,12,12
133,sequence_47711,21,21,21,21,21,21,21,21,21,21
134,sequence_47739,21,21,21,21,21,21,21,21,21,21
135,sequence_47735,21,21,21,21,21,21,21,21,21,21
136,sequence_47793,11,11,11,11,11,11,11,11,11,11
137,sequence_47801,16,16,16,16,16,16,16,16,16,16
138,sequence_47805,4,4,4,4,4,4,4,4,4,4
139,sequence_47802,9,9,9,9,9,9,9,9,9,9
140,sequence_47794,17,17,17,17,17,17,17,17,17,17
141,sequence_47728,26,26,26,26,26,26,26,26,26,26
142,sequence_47808,1,1,1,1,1,1,1,1,1,1
143,sequence_47792,1,1,1,1,1,1,1,1,1,1
144,sequence_47791,11,11,11,11,11,11,11,11,11,11
145,sequence_47788,9,9,9,9,9,9,9,9,9,9
146,sequence_47729,26,26,26,26,26,26,26,26,26,26
147,sequence_47809,1,1,1,1,1,1,1,1,1,1
148,sequence_47737,26,26,26,26,26,26,26,26,26,26
149,sequence_47810,1,1,1,1,1,1,1,1,1,1
150,sequence_47766,1,1,1,1,1,1,1,1,1,1
151,sequence_47736,26,26,26,26,26,26,26,26,26,26
