,secuencia,K-means0.5,K-means0.55,K-means0.6000000000000001,K-means0.6500000000000001,K-means0.7000000000000002,K-means0.7500000000000002,K-means0.8000000000000003,K-means0.8500000000000003,K-means0.9000000000000004,K-means0.9500000000000004
71,sequence_47738,6,6,6,6,6,6,6,6,6,6
72,sequence_47769,12,12,12,12,12,12,12,12,12,12
73,sequence_47702,26,26,26,26,26,26,26,26,26,26
74,sequence_47672,10,10,10,10,10,10,10,10,10,10
75,sequence_47705,10,10,10,10,10,10,10,10,10,10
76,sequence_47694,23,23,23,23,23,23,23,23,23,23
77,sequence_47691,10,10,10,10,10,10,10,10,10,10
78,sequence_47701,26,26,26,26,26,26,26,26,26,26
79,sequence_47706,26,26,26,26,26,26,26,26,26,26
80,sequence_47675,26,26,26,26,26,26,26,26,26,26
81,sequence_47698,10,10,10,10,10,10,10,10,10,10
82,sequence_47688,25,25,25,25,25,25,25,25,25,25
83,sequence_47704,3,3,3,3,3,3,3,3,3,3
84,sequence_47708,3,3,3,3,3,3,3,3,3,3
85,sequence_47709,3,3,3,3,3,3,3,3,3,3
86,sequence_47677,3,3,3,3,3,3,3,3,3,3
87,sequence_47692,19,19,19,19,19,19,19,19,19,19
88,sequence_47703,3,3,3,3,3,3,3,3,3,3
89,sequence_47707,3,3,3,3,3,3,3,3,3,3
90,sequence_47762,12,12,12,12,12,12,12,12,12,12
91,sequence_47765,12,12,12,12,12,12,12,12,12,12
92,sequence_47767,18,18,18,18,18,18,18,18,18,18
93,sequence_47812,12,12,12,12,12,12,12,12,12,12
94,sequence_47761,12,12,12,12,12,12,12,12,12,12
95,sequence_47764,12,12,12,12,12,12,12,12,12,12
96,sequence_47763,18,18,18,18,18,18,18,18,18,18
97,sequence_47699,19,19,19,19,19,19,19,19,19,19
98,sequence_47687,9,9,9,9,9,9,9,9,9,9
99,sequence_47693,19,19,19,19,19,19,19,19,19,19
100,sequence_47690,25,25,25,25,25,25,25,25,25,25
101,sequence_47712,19,19,19,19,19,19,19,19,19,19
102,sequence_47714,28,28,28,28,28,28,28,28,28,28
103,sequence_47725,19,19,19,19,19,19,19,19,19,19
104,sequence_47669,13,13,13,13,13,13,13,13,13,13
105,sequence_47668,13,13,13,13,13,13,13,13,13,13
106,sequence_47670,20,20,20,20,20,20,20,20,20,20
107,sequence_47665,20,20,20,20,20,20,20,20,20,20
108,sequence_47661,20,20,20,20,20,20,20,20,20,20
109,sequence_47667,20,20,20,20,20,20,20,20,20,20
110,sequence_47726,5,5,5,5,5,5,5,5,5,5
111,sequence_47734,5,5,5,5,5,5,5,5,5,5
112,sequence_47811,21,21,21,21,21,21,21,21,21,21
113,sequence_47662,27,27,27,27,27,27,27,27,27,27
114,sequence_47731,5,5,5,5,5,5,5,5,5,5
115,sequence_47733,20,20,20,20,20,20,20,20,20,20
116,sequence_47732,5,5,5,5,5,5,5,5,5,5
117,sequence_47755,6,6,6,6,6,6,6,6,6,6
118,sequence_47746,6,6,6,6,6,6,6,6,6,6
119,sequence_47754,16,16,16,16,16,16,16,16,16,16
120,sequence_47753,6,6,6,6,6,6,6,6,6,6
121,sequence_47740,6,6,6,6,6,6,6,6,6,6
122,sequence_47742,28,28,28,28,28,28,28,28,28,28
123,sequence_47715,3,3,3,3,3,3,3,3,3,3
124,sequence_47718,3,3,3,3,3,3,3,3,3,3
125,sequence_47717,3,3,3,3,3,3,3,3,3,3
126,sequence_47720,9,9,9,9,9,9,9,9,9,9
127,sequence_47716,9,9,9,9,9,9,9,9,9,9
128,sequence_47719,9,9,9,9,9,9,9,9,9,9
129,sequence_47723,3,3,3,3,3,3,3,3,3,3
130,sequence_47722,3,3,3,3,3,3,3,3,3,3
131,sequence_47674,26,26,26,26,26,26,26,26,26,26
132,sequence_47676,3,3,3,3,3,3,3,3,3,3
133,sequence_47711,3,3,3,3,3,3,3,3,3,3
134,sequence_47739,28,28,28,28,28,28,28,28,28,28
135,sequence_47735,18,18,18,18,18,18,18,18,18,18
136,sequence_47793,14,14,14,14,14,14,14,14,14,14
137,sequence_47801,8,8,8,8,8,8,8,8,8,8
138,sequence_47805,14,14,14,14,14,14,14,14,14,14
139,sequence_47802,8,8,8,8,8,8,8,8,8,8
140,sequence_47794,14,14,14,14,14,14,14,14,14,14
141,sequence_47728,7,7,7,7,7,7,7,7,7,7
142,sequence_47808,4,4,4,4,4,4,4,4,4,4
143,sequence_47792,8,8,8,8,8,8,8,8,8,8
144,sequence_47791,14,14,14,14,14,14,14,14,14,14
145,sequence_47788,8,8,8,8,8,8,8,8,8,8
146,sequence_47729,7,7,7,7,7,7,7,7,7,7
147,sequence_47809,4,4,4,4,4,4,4,4,4,4
148,sequence_47737,4,4,4,4,4,4,4,4,4,4
149,sequence_47810,8,8,8,8,8,8,8,8,8,8
150,sequence_47766,8,8,8,8,8,8,8,8,8,8
151,sequence_47736,4,4,4,4,4,4,4,4,4,4
