,tr|A0A022LF30|A0A022LF30_9MICO,tr|A0A0N6ZWJ6|A0A0N6ZWJ6_9MICO,tr|A0A0Q5RSP0|A0A0Q5RSP0_9MICO,tr|A0A147DMW8|A0A147DMW8_9MICO,tr|A0A175S3M8|A0A175S3M8_9MICO,tr|A0A181Z8D7|A0A181Z8D7_9MICO,tr|A0A1C7C6J2|A0A1C7C6J2_9MICO,tr|A0A1E5MK32|A0A1E5MK32_9MICO,tr|A0A1H0ZAX8|A0A1H0ZAX8_9MICO,tr|A0A1I2IT28|A0A1I2IT28_9MICO,tr|A0A1S2GX69|A0A1S2GX69_9MICO,tr|A0A1S2HEH8|A0A1S2HEH8_9MICO,tr|A0A1S2HW14|A0A1S2HW14_9MICO,tr|A0A1S2HZI7|A0A1S2HZI7_9MICO,tr|A0A1S2INY6|A0A1S2INY6_9MICO,tr|A0A1S2JGQ6|A0A1S2JGQ6_9MICO,tr|A0A285XXB0|A0A285XXB0_9MICO,tr|A0A2A5NN38|A0A2A5NN38_9MICO,tr|A0A2W0CL52|A0A2W0CL52_9MICO,tr|A0A2W0CW36|A0A2W0CW36_9MICO,tr|A0A2W0DWD0|A0A2W0DWD0_9MICO,tr|A0A2W1NTQ3|A0A2W1NTQ3_9MICO,tr|A0A2W1PEG7|A0A2W1PEG7_9MICO,tr|A0A2W1Q854|A0A2W1Q854_9MICO,tr|A0A2W1QGK1|A0A2W1QGK1_9MICO,tr|A0A2W1QHV2|A0A2W1QHV2_9MICO,tr|A0A2W1QTZ3|A0A2W1QTZ3_9MICO,tr|A0A2W1RDX4|A0A2W1RDX4_9MICO,tr|A0A2W1SNZ5|A0A2W1SNZ5_9MICO,tr|A0A2W1TCL9|A0A2W1TCL9_9MICO,tr|A0A2W1TGE6|A0A2W1TGE6_9MICO,tr|A0A2W1TKT6|A0A2W1TKT6_9MICO,tr|A0A2W1TVY0|A0A2W1TVY0_9MICO,tr|A0A2W1U6E8|A0A2W1U6E8_9MICO,tr|A0A2W1UUQ1|A0A2W1UUQ1_9MICO,tr|A0A2W1V6N3|A0A2W1V6N3_9MICO,tr|A0A2W1V7G7|A0A2W1V7G7_9MICO,tr|A0A2W1V955|A0A2W1V955_9MICO,tr|A0A2W1VQ90|A0A2W1VQ90_9MICO,tr|A0A2W1X2J0|A0A2W1X2J0_9MICO,tr|A0A2W1X584|A0A2W1X584_9MICO,tr|A0A2W1ZPB0|A0A2W1ZPB0_9MICO,tr|A0A2W1ZVJ6|A0A2W1ZVJ6_9MICO,tr|A0A3N1JB23|A0A3N1JB23_9MICO,tr|A0A3N1K8L2|A0A3N1K8L2_9MICO,tr|A0A3N1NS66|A0A3N1NS66_9MICO,tr|A0A3N1YBQ1|A0A3N1YBQ1_9MICO,tr|A0A3N2GHJ3|A0A3N2GHJ3_9MICO,tr|A0A3N4VUB0|A0A3N4VUB0_9MICO,tr|A0A4R1KKZ2|A0A4R1KKZ2_9MICO,tr|A0A4R1SC92|A0A4R1SC92_9MICO,tr|A0A4R1SUF8|A0A4R1SUF8_9MICO,tr|A0A4R1T2Y3|A0A4R1T2Y3_9MICO,tr|A0A4R1TQJ8|A0A4R1TQJ8_9MICO,tr|A0A4R3SPP6|A0A4R3SPP6_9MICO,tr|A0A4R6DGV1|A0A4R6DGV1_9MICO,tr|A0A4R8B3V3|A0A4R8B3V3_9MICO,tr|A0A4R8BHV4|A0A4R8BHV4_9MICO,tr|A0A4R8BZW3|A0A4R8BZW3_9MICO,tr|A0A4V1FHC0|A0A4V1FHC0_9MICO,tr|A0A4V2VND8|A0A4V2VND8_9MICO,tr|A0A502C4E4|A0A502C4E4_9MICO,tr|A0A542FGL5|A0A542FGL5_9MICO,tr|A0A554N0M7|A0A554N0M7_9MICO,tr|A0A653QFI1|A0A653QFI1_9MICO,tr|A0A6C6XWX6|A0A6C6XWX6_9MICO,tr|A0A6N0YH76|A0A6N0YH76_9MICO,tr|A0A6N0YQ21|A0A6N0YQ21_9MICO,tr|A0A6N1CNR9|A0A6N1CNR9_9MICO,tr|A0A7T4WKQ4|A0A7T4WKQ4_9MICO,tr|A0A7W3R3Q2|A0A7W3R3Q2_9MICO,tr|A0A850DS22|A0A850DS22_9MICO,tr|A0A8H9GBR3|A0A8H9GBR3_9MICO,UPI000348358B,UPI000489A9AE,UPI0007363F20,UPI0008268AC0,UPI0008DD8730,UPI000D830D1B,UPI000DA72D9B,UPI000DA794FF,UPI000DA84B76,UPI000DA891CA,UPI000DA90884,UPI000DAA153A,UPI000DAA78BE,UPI000F86EBEA,UPI00119E018F,UPI0011A1FDE9,UPI0011A71723,UPI0011A8113C,UPI00128FA198,UPI001357DF1D,UPI001564FECF,UPI0015652DF6,UPI0015F5CB24,UPI0015F6C0DA,UPI0015FED7F7,UPI00188A5A32,UPI00188C00C7,UPI00188C16A2,UPI00188C4DA2,UPI00188D132A,UPI00188DBB43,UPI00188DBDE6,UPI001ADA6DCC,UPI001AE92B39,UPI001BC8FEF7,UPI001BDDCEB7,UPI001BDDD5FF,UPI001BDDE2F5,UPI001BDDF006,UPI001BDE37E2,UPI001BDEF83B,UPI001BDF3CE9,UPI001BE0059E,UPI001BE0348B,UPI001BE0EEB9,UPI001BE4F98F,UPI001C0CCC3C,UPI001C3047E5,UPI001C8E3537,UPI001CCB312C,UPI001CE20163,UPI001E2C661C,UPI001F575CA0,UPI001FB52255,UPI0020264D4C
tr|A0A1S2GX69|A0A1S2GX69_9MICO,0.069284,0.055427,0.032333,0.057737,0.057737,0.039261,0.060046,0.066975,0.053118,0.048499,0.0,0.053118,0.073903,0.053118,0.046189,0.066975,0.046189,0.050808,0.053118,0.057737,0.058111,0.066975,0.066975,0.060046,0.064665,0.064665,0.069284,0.066975,0.071594,0.066975,0.069284,0.060046,0.053118,0.064665,0.027714,0.071594,0.076212,0.066975,0.053118,0.069284,0.062356,0.057737,0.057737,0.025404,0.066975,0.073903,0.076212,0.071594,0.073903,0.025404,0.073903,0.073903,0.073903,0.073903,0.071594,0.050808,0.073903,0.073903,0.073903,0.060046,0.073903,0.069284,0.062356,0.064665,0.069284,0.066975,0.060046,0.062356,0.066975,0.064665,0.060046,0.057737,0.053118,0.060046,0.064665,0.060046,0.055427,0.050808,0.064665,0.064665,0.066975,0.066975,0.060046,0.064665,0.064665,0.057737,0.062356,0.057737,0.064665,0.048499,0.050808,0.060046,0.073903,0.062356,0.073903,0.064665,0.064665,0.069284,0.071594,0.071594,0.050808,0.066975,0.069284,0.073903,0.069284,0.069284,0.055427,0.046296,0.064665,0.073903,0.066975,0.066975,0.078522,0.066975,0.073903,0.069284,0.069284,0.073903,0.069284,0.055427,0.057737,0.062356,0.057737,0.064665,0.057737,0.050808,0.032333,0.057737
tr|A0A1S2HEH8|A0A1S2HEH8_9MICO,0.057078,0.032184,0.063927,0.029885,0.036866,0.055172,0.041284,0.045872,0.03653,0.022831,0.053118,0.0,0.05492,0.055172,0.076212,0.052511,0.029748,0.038991,0.052511,0.068493,0.031477,0.050228,0.052511,0.06621,0.045872,0.050228,0.068493,0.050228,0.070776,0.052511,0.054795,0.050691,0.052511,0.047945,0.063927,0.052632,0.06621,0.052511,0.03908,0.054795,0.027397,0.036782,0.068493,0.050808,0.055046,0.063927,0.057078,0.061644,0.059361,0.050808,0.059361,0.063927,0.059361,0.063927,0.057078,0.009174,0.059361,0.059361,0.063927,0.034483,0.063927,0.054795,0.038991,0.047945,0.054795,0.052511,0.045767,0.04119,0.052511,0.045662,0.031963,0.043478,0.03908,0.03211,0.050228,0.032184,0.057471,0.025114,0.047945,0.050228,0.050228,0.052511,0.070776,0.050228,0.054795,0.068493,0.041379,0.043478,0.038813,0.059497,0.022883,0.043478,0.059361,0.050228,0.063927,0.043578,0.052511,0.050228,0.054795,0.052511,0.084475,0.052511,0.054795,0.063927,0.054795,0.050459,0.032184,0.034722,0.050228,0.057078,0.052511,0.052511,0.061644,0.052511,0.06621,0.054795,0.054795,0.055046,0.045662,0.048387,0.02968,0.063927,0.029885,0.043379,0.04119,0.041379,0.046189,0.03908
tr|A0A1S2HW14|A0A1S2HW14_9MICO,0.043478,0.057471,0.080092,0.055172,0.050691,0.064368,0.06422,0.06422,0.06865,0.05492,0.073903,0.05492,0.0,0.055172,0.08545,0.038902,0.057208,0.061927,0.077803,0.08238,0.024213,0.038902,0.038902,0.080092,0.036697,0.036613,0.086957,0.036613,0.089245,0.038902,0.04119,0.078341,0.077803,0.034325,0.080092,0.002288,0.032037,0.038902,0.062069,0.04119,0.066362,0.05977,0.08238,0.062356,0.036697,0.029748,0.029748,0.032037,0.032037,0.062356,0.032037,0.029748,0.032037,0.029748,0.034325,0.045872,0.032037,0.032037,0.029748,0.057471,0.032037,0.04119,0.061927,0.034325,0.04119,0.038902,0.066362,0.064073,0.036613,0.038902,0.06865,0.06865,0.062069,0.073394,0.036613,0.057471,0.057471,0.057208,0.034325,0.038902,0.036613,0.038902,0.08238,0.036613,0.04119,0.080092,0.05977,0.066362,0.057208,0.080092,0.045767,0.066362,0.034325,0.038902,0.029748,0.061927,0.04119,0.04119,0.04119,0.038902,0.089245,0.038902,0.04119,0.029748,0.04119,0.038991,0.057471,0.055556,0.034325,0.038902,0.038902,0.038902,0.038902,0.038902,0.029748,0.04119,0.04119,0.038991,0.075515,0.071429,0.066362,0.08238,0.055172,0.036613,0.064073,0.064368,0.076212,0.05977
tr|A0A1S2HZI7|A0A1S2HZI7_9MICO,0.05977,0.045977,0.071264,0.048276,0.048387,0.062069,0.050575,0.055172,0.052874,0.050575,0.053118,0.055172,0.055172,0.0,0.076212,0.057471,0.048276,0.048276,0.064368,0.073563,0.041162,0.05977,0.057471,0.064368,0.055172,0.055172,0.078161,0.057471,0.08046,0.057471,0.05977,0.071429,0.064368,0.055172,0.066667,0.052874,0.05977,0.057471,0.045977,0.05977,0.064368,0.045977,0.073563,0.055427,0.052874,0.057471,0.057471,0.052874,0.057471,0.055427,0.057471,0.055172,0.057471,0.055172,0.057471,0.052874,0.057471,0.057471,0.055172,0.050575,0.057471,0.05977,0.048276,0.055172,0.057471,0.05977,0.052874,0.048276,0.057471,0.055172,0.057471,0.050575,0.05977,0.055172,0.055172,0.050575,0.002299,0.052874,0.055172,0.057471,0.057471,0.057471,0.073563,0.055172,0.057471,0.071264,0.055172,0.050575,0.057471,0.073563,0.048276,0.050575,0.05977,0.057471,0.055172,0.052874,0.05977,0.055172,0.064368,0.055172,0.078161,0.057471,0.062069,0.055172,0.05977,0.05977,0.045977,0.043981,0.055172,0.05977,0.057471,0.057471,0.064368,0.057471,0.055172,0.05977,0.05977,0.057471,0.068966,0.057604,0.055172,0.062069,0.048276,0.055172,0.048276,0.062069,0.066975,0.050575
tr|A0A1S2INY6|A0A1S2INY6_9MICO,0.073903,0.073903,0.04388,0.076212,0.073903,0.04157,0.073903,0.076212,0.080831,0.073903,0.046189,0.076212,0.08545,0.076212,0.0,0.071594,0.071594,0.071594,0.076212,0.076212,0.067797,0.071594,0.071594,0.076212,0.069284,0.069284,0.090069,0.071594,0.092379,0.071594,0.073903,0.080831,0.076212,0.069284,0.039261,0.083141,0.08776,0.071594,0.069284,0.073903,0.078522,0.076212,0.073903,0.030023,0.073903,0.083141,0.08545,0.080831,0.083141,0.030023,0.083141,0.083141,0.083141,0.083141,0.083141,0.071594,0.083141,0.083141,0.083141,0.078522,0.083141,0.073903,0.076212,0.069284,0.073903,0.071594,0.073903,0.076212,0.069284,0.076212,0.069284,0.071594,0.076212,0.078522,0.071594,0.078522,0.073903,0.076212,0.069284,0.069284,0.071594,0.071594,0.076212,0.069284,0.073903,0.073903,0.080831,0.073903,0.083141,0.055427,0.069284,0.073903,0.083141,0.066975,0.083141,0.076212,0.071594,0.073903,0.080831,0.069284,0.009238,0.071594,0.076212,0.083141,0.073903,0.073903,0.073903,0.069444,0.069284,0.076212,0.071594,0.071594,0.080831,0.071594,0.083141,0.073903,0.073903,0.076212,0.078522,0.073903,0.066975,0.078522,0.076212,0.076212,0.071594,0.073903,0.053118,0.078522
tr|A0A1S2JGQ6|A0A1S2JGQ6_9MICO,0.011364,0.057471,0.073059,0.052874,0.052995,0.066667,0.059633,0.061927,0.059226,0.063636,0.066975,0.052511,0.038902,0.057471,0.071594,0.0,0.061785,0.061927,0.072727,0.081818,0.009685,0.009091,0.002273,0.072727,0.004587,0.002273,0.086364,0.006818,0.088636,0.0,0.002273,0.076037,0.072727,0.006818,0.073059,0.036613,0.036364,0.0,0.052874,0.002273,0.056948,0.055172,0.081818,0.055427,0.025229,0.034091,0.036364,0.031818,0.040909,0.055427,0.040909,0.038636,0.040909,0.038636,0.036364,0.050459,0.040909,0.040909,0.038636,0.052874,0.040909,0.009091,0.061927,0.006818,0.009091,0.009091,0.061785,0.064073,0.011364,0.031963,0.068493,0.061785,0.064368,0.06422,0.011364,0.055172,0.055172,0.065909,0.009091,0.004545,0.004545,0.002273,0.081818,0.002273,0.006818,0.079545,0.057471,0.064073,0.056948,0.077803,0.050343,0.061785,0.043182,0.011364,0.034091,0.059633,0.006818,0.006818,0.025,0.034091,0.093182,0.006818,0.011364,0.034091,0.002273,0.004587,0.055172,0.055556,0.009091,0.027273,0.006818,0.002273,0.031818,0.006818,0.036364,0.009132,0.009091,0.016055,0.070455,0.057604,0.06621,0.077273,0.052874,0.034247,0.059497,0.062069,0.064665,0.052874
tr|A0A285XXB0|A0A285XXB0_9MICO,0.064073,0.027586,0.06865,0.036782,0.032258,0.055172,0.034404,0.043578,0.032037,0.020595,0.046189,0.029748,0.057208,0.048276,0.071594,0.061785,0.0,0.036697,0.048055,0.061785,0.043584,0.061785,0.061785,0.059497,0.059633,0.059497,0.066362,0.061785,0.06865,0.061785,0.064073,0.050691,0.048055,0.059497,0.064073,0.05492,0.070938,0.061785,0.034483,0.064073,0.034325,0.032184,0.061785,0.050808,0.061927,0.070938,0.06865,0.066362,0.070938,0.050808,0.070938,0.066362,0.070938,0.066362,0.066362,0.022936,0.070938,0.070938,0.066362,0.034483,0.066362,0.061785,0.03211,0.059497,0.061785,0.064073,0.036613,0.034325,0.061785,0.059497,0.02746,0.038902,0.041379,0.025229,0.059497,0.034483,0.050575,0.022883,0.061785,0.059497,0.061785,0.061785,0.064073,0.059497,0.064073,0.061785,0.036782,0.036613,0.02746,0.075515,0.018307,0.036613,0.070938,0.064073,0.066362,0.041284,0.061785,0.064073,0.064073,0.066362,0.080092,0.059497,0.066362,0.06865,0.064073,0.061927,0.027586,0.023148,0.059497,0.064073,0.059497,0.061785,0.06865,0.059497,0.06865,0.061785,0.061785,0.061927,0.048055,0.046083,0.025172,0.061785,0.032184,0.059497,0.034325,0.043678,0.057737,0.034483
tr|A0A2A5NN38|A0A2A5NN38_9MICO,0.066514,0.018391,0.071101,0.025287,0.018433,0.05977,0.036697,0.038991,0.043578,0.03211,0.050808,0.038991,0.061927,0.048276,0.071594,0.061927,0.036697,0.0,0.061927,0.071101,0.038741,0.06422,0.061927,0.071101,0.059633,0.059633,0.071101,0.061927,0.073394,0.061927,0.06422,0.057604,0.061927,0.059633,0.066514,0.059633,0.068807,0.061927,0.022989,0.06422,0.048165,0.022989,0.071101,0.055427,0.061927,0.066514,0.066514,0.06422,0.066514,0.055427,0.066514,0.066514,0.066514,0.066514,0.06422,0.034404,0.066514,0.066514,0.066514,0.025287,0.066514,0.06422,0.034404,0.059633,0.06422,0.06422,0.036697,0.034404,0.061927,0.055046,0.038991,0.036697,0.027586,0.038991,0.059633,0.022989,0.050575,0.034404,0.059633,0.059633,0.061927,0.061927,0.073394,0.059633,0.057339,0.071101,0.025287,0.036697,0.038991,0.077982,0.041284,0.036697,0.066514,0.061927,0.066514,0.036697,0.059633,0.061927,0.066514,0.06422,0.082569,0.061927,0.06422,0.066514,0.06422,0.06422,0.018391,0.016204,0.059633,0.061927,0.061927,0.061927,0.066514,0.061927,0.066514,0.06422,0.06422,0.06422,0.050459,0.064516,0.036697,0.071101,0.02069,0.055046,0.034404,0.029885,0.055427,0.025287
tr|A0A2W0CL52|A0A2W0CL52_9MICO,0.075,0.057471,0.06621,0.055172,0.048387,0.064368,0.055046,0.06422,0.050114,0.063636,0.053118,0.052511,0.077803,0.064368,0.076212,0.072727,0.048055,0.061927,0.0,0.036364,0.048426,0.072727,0.072727,0.034091,0.068807,0.070455,0.038636,0.072727,0.040909,0.072727,0.075,0.016129,0.0,0.070455,0.06621,0.075515,0.084091,0.072727,0.050575,0.075,0.059226,0.05977,0.036364,0.055427,0.068807,0.079545,0.084091,0.077273,0.079545,0.055427,0.079545,0.079545,0.079545,0.079545,0.079545,0.043578,0.079545,0.079545,0.079545,0.057471,0.079545,0.075,0.057339,0.070455,0.075,0.072727,0.059497,0.059497,0.072727,0.06621,0.054795,0.059497,0.055172,0.059633,0.070455,0.057471,0.066667,0.065909,0.070455,0.070455,0.072727,0.072727,0.038636,0.070455,0.075,0.036364,0.062069,0.057208,0.050114,0.075515,0.045767,0.057208,0.079545,0.068182,0.079545,0.061927,0.075,0.077273,0.079545,0.079545,0.095455,0.075,0.077273,0.079545,0.075,0.073394,0.057471,0.048611,0.070455,0.077273,0.075,0.072727,0.081818,0.075,0.079545,0.073059,0.075,0.071101,0.063636,0.020737,0.052511,0.038636,0.055172,0.06621,0.05492,0.052874,0.053118,0.05977
tr|A0A2W0CW36|A0A2W0CW36_9MICO,0.0839,0.071264,0.070776,0.068966,0.062212,0.071264,0.071101,0.075688,0.066059,0.077273,0.057737,0.068493,0.08238,0.073563,0.076212,0.081818,0.061785,0.071101,0.036364,0.0,0.053269,0.079545,0.0839,0.022676,0.075688,0.084091,0.049887,0.079545,0.052154,0.081818,0.084091,0.036866,0.036364,0.081818,0.070776,0.080092,0.092971,0.0839,0.064368,0.086168,0.072893,0.071264,0.006803,0.055427,0.077982,0.090703,0.092971,0.088435,0.088435,0.055427,0.088435,0.088435,0.088435,0.088435,0.090703,0.06422,0.088435,0.088435,0.088435,0.071264,0.088435,0.084091,0.073394,0.081818,0.0839,0.079545,0.075515,0.075515,0.086364,0.082192,0.070776,0.070938,0.066667,0.073394,0.084091,0.071264,0.075862,0.079545,0.079365,0.086168,0.079545,0.081818,0.004535,0.086168,0.088636,0.002268,0.075862,0.073227,0.068337,0.075515,0.059497,0.073227,0.088435,0.079545,0.088435,0.073394,0.079545,0.0839,0.0839,0.0839,0.086168,0.081633,0.084091,0.088435,0.086168,0.075688,0.071264,0.064815,0.084091,0.079365,0.081818,0.0839,0.0839,0.081633,0.088435,0.077626,0.0839,0.073394,0.070295,0.041475,0.068493,0.024943,0.068966,0.079909,0.070938,0.064368,0.055427,0.073563
tr|A0A2W0DWD0|A0A2W0DWD0_9MICO,0.014528,0.03632,0.05569,0.033898,0.03632,0.05569,0.043584,0.03632,0.038741,0.041162,0.058111,0.031477,0.024213,0.041162,0.067797,0.009685,0.043584,0.038741,0.048426,0.053269,0.0,0.012107,0.009685,0.053269,0.007264,0.007264,0.058111,0.009685,0.060533,0.009685,0.012107,0.05569,0.048426,0.007264,0.05569,0.021792,0.029056,0.009685,0.033898,0.012107,0.031477,0.038741,0.053269,0.046005,0.021792,0.026634,0.026634,0.024213,0.026634,0.046005,0.026634,0.026634,0.026634,0.026634,0.024213,0.033898,0.026634,0.026634,0.026634,0.03632,0.029056,0.012107,0.046005,0.007264,0.012107,0.012107,0.043584,0.046005,0.009685,0.016949,0.046005,0.041162,0.046005,0.048426,0.009685,0.03632,0.038741,0.043584,0.007264,0.009685,0.009685,0.009685,0.053269,0.007264,0.009685,0.050847,0.03632,0.043584,0.033898,0.058111,0.029056,0.043584,0.029056,0.009685,0.026634,0.033898,0.009685,0.009685,0.021792,0.01937,0.072639,0.009685,0.014528,0.026634,0.012107,0.012107,0.03632,0.043584,0.007264,0.004843,0.009685,0.009685,0.009685,0.009685,0.026634,0.012107,0.012107,0.004843,0.041162,0.046005,0.043584,0.053269,0.033898,0.016949,0.041162,0.043584,0.05569,0.03632
tr|A0A2W1NTQ3|A0A2W1NTQ3_9MICO,0.015909,0.05977,0.073059,0.055172,0.0553,0.066667,0.059633,0.06422,0.061503,0.063636,0.066975,0.050228,0.038902,0.05977,0.071594,0.009091,0.061785,0.06422,0.072727,0.079545,0.012107,0.0,0.006818,0.072727,0.009174,0.011364,0.084091,0.002273,0.086364,0.009091,0.011364,0.076037,0.072727,0.006818,0.073059,0.036613,0.043182,0.009091,0.055172,0.011364,0.056948,0.057471,0.079545,0.055427,0.029817,0.038636,0.038636,0.038636,0.043182,0.055427,0.043182,0.040909,0.043182,0.040909,0.038636,0.048165,0.043182,0.043182,0.040909,0.055172,0.043182,0.013636,0.061927,0.006818,0.013636,0.004545,0.061785,0.064073,0.011364,0.034247,0.06621,0.061785,0.064368,0.066514,0.011364,0.057471,0.057471,0.065909,0.009091,0.013636,0.004545,0.006818,0.079545,0.011364,0.015909,0.077273,0.05977,0.064073,0.05467,0.075515,0.048055,0.061785,0.045455,0.011364,0.040909,0.061927,0.015909,0.011364,0.027273,0.031818,0.093182,0.011364,0.006818,0.040909,0.011364,0.006881,0.05977,0.055556,0.009091,0.025,0.011364,0.011364,0.029545,0.011364,0.043182,0.013699,0.013636,0.020642,0.070455,0.057604,0.063927,0.077273,0.055172,0.031963,0.059497,0.062069,0.064665,0.055172
tr|A0A2W1PEG7|A0A2W1PEG7_9MICO,0.013514,0.057471,0.073059,0.052874,0.052995,0.066667,0.059633,0.061927,0.059226,0.063636,0.066975,0.052511,0.038902,0.057471,0.071594,0.002273,0.061785,0.061927,0.072727,0.0839,0.009685,0.006818,0.0,0.07483,0.006881,0.004545,0.09009,0.004545,0.092342,0.002273,0.004545,0.076037,0.072727,0.009091,0.073059,0.036613,0.038549,0.002252,0.052874,0.004505,0.056948,0.055172,0.0839,0.055427,0.025229,0.038288,0.038375,0.034014,0.042889,0.055427,0.042889,0.045045,0.042889,0.045045,0.038375,0.050459,0.042889,0.042889,0.045045,0.052874,0.047297,0.009091,0.061927,0.009091,0.011261,0.006818,0.061785,0.064073,0.013636,0.031963,0.068493,0.061785,0.064368,0.06422,0.013636,0.055172,0.055172,0.065909,0.013514,0.006757,0.006818,0.0,0.0839,0.004505,0.009091,0.081633,0.057471,0.064073,0.056948,0.077803,0.050343,0.061785,0.045147,0.013636,0.036281,0.059633,0.009091,0.006787,0.029279,0.036199,0.094808,0.009009,0.009091,0.036281,0.004505,0.002294,0.055172,0.055556,0.011364,0.029412,0.006818,0.004505,0.033937,0.00905,0.038549,0.009132,0.011312,0.016055,0.076577,0.057604,0.06621,0.079365,0.052874,0.034247,0.059497,0.062069,0.064665,0.052874
tr|A0A2W1Q854|A0A2W1Q854_9MICO,0.07483,0.068966,0.073059,0.05977,0.059908,0.073563,0.068807,0.075688,0.061503,0.072727,0.060046,0.06621,0.080092,0.064368,0.076212,0.072727,0.059497,0.071101,0.034091,0.022676,0.053269,0.072727,0.07483,0.0,0.068807,0.075,0.043084,0.072727,0.045351,0.072727,0.075,0.034562,0.034091,0.075,0.073059,0.077803,0.086168,0.07483,0.05977,0.077098,0.070615,0.066667,0.020408,0.055427,0.071101,0.081633,0.088435,0.081633,0.086168,0.055427,0.086168,0.0839,0.086168,0.0839,0.086168,0.061927,0.086168,0.086168,0.0839,0.05977,0.0839,0.075,0.071101,0.075,0.07483,0.072727,0.070938,0.073227,0.077273,0.082192,0.070776,0.070938,0.066667,0.068807,0.075,0.062069,0.066667,0.075,0.07483,0.077098,0.072727,0.072727,0.022676,0.077098,0.079545,0.020408,0.066667,0.070938,0.066059,0.084668,0.05492,0.070938,0.086168,0.072727,0.081633,0.073394,0.077273,0.07483,0.081633,0.088435,0.090703,0.072562,0.077273,0.081633,0.077098,0.068807,0.068966,0.0625,0.075,0.081633,0.072727,0.07483,0.086168,0.072562,0.081633,0.068493,0.07483,0.071101,0.07483,0.032258,0.068493,0.004535,0.05977,0.082192,0.06865,0.064368,0.057737,0.062069
tr|A0A2W1QGK1|A0A2W1QGK1_9MICO,0.013761,0.055172,0.066514,0.050575,0.050691,0.064368,0.059633,0.059633,0.057339,0.055046,0.064665,0.045872,0.036697,0.055172,0.069284,0.004587,0.059633,0.059633,0.068807,0.075688,0.007264,0.009174,0.006881,0.068807,0.0,0.002294,0.080275,0.006881,0.082569,0.004587,0.006881,0.073733,0.068807,0.002294,0.066514,0.034404,0.034404,0.004587,0.050575,0.006881,0.052752,0.052874,0.075688,0.053118,0.025229,0.03211,0.03211,0.029817,0.034404,0.053118,0.034404,0.03211,0.034404,0.03211,0.03211,0.048165,0.034404,0.034404,0.03211,0.050575,0.034404,0.011468,0.061927,0.002294,0.011468,0.009174,0.059633,0.061927,0.006881,0.027523,0.06422,0.057339,0.062069,0.06422,0.006881,0.052874,0.052874,0.057339,0.002294,0.004587,0.004587,0.006881,0.075688,0.002294,0.006881,0.073394,0.055172,0.061927,0.052752,0.073394,0.045872,0.059633,0.036697,0.004587,0.03211,0.057339,0.009174,0.009174,0.025229,0.025229,0.082569,0.009174,0.011468,0.03211,0.006881,0.009174,0.055172,0.053241,0.004587,0.020642,0.009174,0.004587,0.025229,0.009174,0.034404,0.011468,0.011468,0.016055,0.059633,0.0553,0.061927,0.071101,0.050575,0.029817,0.057339,0.05977,0.062356,0.050575
tr|A0A2W1QHV2|A0A2W1QHV2_9MICO,0.013636,0.055172,0.070776,0.050575,0.050691,0.064368,0.057339,0.059633,0.056948,0.061364,0.064665,0.050228,0.036613,0.055172,0.069284,0.002273,0.059497,0.059633,0.070455,0.084091,0.007264,0.011364,0.004545,0.075,0.002294,0.0,0.088636,0.009091,0.090909,0.002273,0.004545,0.073733,0.070455,0.004545,0.070776,0.034325,0.034091,0.002273,0.050575,0.004545,0.05467,0.052874,0.084091,0.053118,0.022936,0.031818,0.034091,0.029545,0.038636,0.053118,0.038636,0.036364,0.038636,0.036364,0.034091,0.048165,0.038636,0.038636,0.036364,0.050575,0.038636,0.011364,0.059633,0.004545,0.011364,0.011364,0.059497,0.061785,0.009091,0.02968,0.06621,0.059497,0.062069,0.061927,0.009091,0.052874,0.052874,0.063636,0.006818,0.002273,0.006818,0.004545,0.084091,0.0,0.004545,0.081818,0.055172,0.061785,0.05467,0.075515,0.048055,0.059497,0.040909,0.009091,0.031818,0.057339,0.009091,0.009091,0.027273,0.031818,0.090909,0.009091,0.013636,0.031818,0.004545,0.006881,0.052874,0.053241,0.006818,0.025,0.009091,0.004545,0.029545,0.009091,0.034091,0.011416,0.011364,0.013761,0.068182,0.0553,0.063927,0.079545,0.050575,0.031963,0.057208,0.05977,0.062356,0.050575
