,secuencia,K-means0.5,K-means0.55,K-means0.6000000000000001,K-means0.6500000000000001,K-means0.7000000000000002,K-means0.7500000000000002,K-means0.8000000000000003,K-means0.8500000000000003,K-means0.9000000000000004,K-means0.9500000000000004
166,sequence_51020,1,1,1,1,1,1,1,1,1,1
167,sequence_51034,1,1,1,1,1,1,1,1,1,1
168,sequence_51007,1,1,1,1,1,1,1,1,1,1
169,sequence_51026,1,1,1,1,1,1,1,1,1,1
170,sequence_32169,2,2,2,2,2,2,2,2,2,2
171,sequence_51000,1,1,1,1,1,1,1,1,1,1
172,sequence_32171,2,2,2,2,2,2,2,2,2,2
173,sequence_32170,2,2,2,2,2,2,2,2,2,2
174,sequence_32166,2,2,2,2,2,2,2,2,2,2
175,sequence_32179,2,2,2,2,2,2,2,2,2,2
176,sequence_50997,1,1,1,1,1,1,1,1,1,1
177,sequence_50998,1,1,1,1,1,1,1,1,1,1
178,sequence_50999,1,1,1,1,1,1,1,1,1,1
179,sequence_50961,1,1,1,1,1,1,1,1,1,1
180,sequence_32175,2,2,2,2,2,2,2,2,2,2
181,sequence_32178,2,2,2,2,2,2,2,2,2,2
182,sequence_51041,1,1,1,1,1,1,1,1,1,1
183,sequence_50965,1,1,1,1,1,1,1,1,1,1
184,sequence_51048,1,1,1,1,1,1,1,1,1,1
185,sequence_50992,1,1,1,1,1,1,1,1,1,1
186,sequence_32165,2,2,2,2,2,2,2,2,2,2
187,sequence_51040,1,1,1,1,1,1,1,1,1,1
188,sequence_32177,2,2,2,2,2,2,2,2,2,2
189,sequence_50963,1,1,1,1,1,1,1,1,1,1
190,sequence_51001,1,1,1,1,1,1,1,1,1,1
191,sequence_50990,1,1,1,1,1,1,1,1,1,1
192,sequence_32168,2,2,2,2,2,2,2,2,2,2
193,sequence_32172,2,2,2,2,2,2,2,2,2,2
194,sequence_32111,2,2,2,2,2,2,2,2,2,2
195,sequence_51051,1,1,1,1,1,1,1,1,1,1
196,sequence_50975,1,1,1,1,1,1,1,1,1,1
197,sequence_32155,2,2,2,2,2,2,2,2,2,2
198,sequence_32156,2,2,2,2,2,2,2,2,2,2
199,sequence_50993,1,1,1,1,1,1,1,1,1,1
200,sequence_32157,2,2,2,2,2,2,2,2,2,2
201,sequence_51193,0,0,0,0,0,0,0,0,0,0
202,sequence_51038,1,1,1,1,1,1,1,1,1,1
203,sequence_50994,1,1,1,1,1,1,1,1,1,1
204,sequence_32154,2,2,2,2,2,2,2,2,2,2
205,sequence_51030,1,1,1,1,1,1,1,1,1,1
206,sequence_51021,1,1,1,1,1,1,1,1,1,1
207,sequence_51150,0,0,0,0,0,0,0,0,0,0
208,sequence_51022,1,1,1,1,1,1,1,1,1,1
209,sequence_51057,1,1,1,1,1,1,1,1,1,1
210,sequence_51056,1,1,1,1,1,1,1,1,1,1
211,sequence_51055,1,1,1,1,1,1,1,1,1,1
212,sequence_51142,0,0,0,0,0,0,0,0,0,0
213,sequence_50982,1,1,1,1,1,1,1,1,1,1
214,sequence_51132,0,0,0,0,0,0,0,0,0,0
215,sequence_51197,0,0,0,0,0,0,0,0,0,0
216,sequence_51004,1,1,1,1,1,1,1,1,1,1
217,sequence_50968,1,1,1,1,1,1,1,1,1,1
218,sequence_51200,0,0,0,0,0,0,0,0,0,0
219,sequence_50976,1,1,1,1,1,1,1,1,1,1
220,sequence_50977,1,1,1,1,1,1,1,1,1,1
221,sequence_51039,1,1,1,1,1,1,1,1,1,1
222,sequence_51126,0,0,0,0,0,0,0,0,0,0
223,sequence_51143,0,0,0,0,0,0,0,0,0,0
224,sequence_50981,1,1,1,1,1,1,1,1,1,1
225,sequence_50971,1,1,1,1,1,1,1,1,1,1
226,sequence_51047,1,1,1,1,1,1,1,1,1,1
227,sequence_50964,1,1,1,1,1,1,1,1,1,1
228,sequence_51049,1,1,1,1,1,1,1,1,1,1
229,sequence_32173,2,2,2,2,2,2,2,2,2,2
230,sequence_50983,1,1,1,1,1,1,1,1,1,1
231,sequence_51044,1,1,1,1,1,1,1,1,1,1
232,sequence_51006,1,1,1,1,1,1,1,1,1,1
233,sequence_51201,0,0,0,0,0,0,0,0,0,0
234,sequence_51036,1,1,1,1,1,1,1,1,1,1
235,sequence_50967,1,1,1,1,1,1,1,1,1,1
236,sequence_32161,2,2,2,2,2,2,2,2,2,2
237,sequence_32144,2,2,2,2,2,2,2,2,2,2
238,sequence_51139,0,0,0,0,0,0,0,0,0,0
239,sequence_51153,0,0,0,0,0,0,0,0,0,0
240,sequence_32145,2,2,2,2,2,2,2,2,2,2
241,sequence_50985,1,1,1,1,1,1,1,1,1,1
242,sequence_32153,2,2,2,2,2,2,2,2,2,2
243,sequence_50986,1,1,1,1,1,1,1,1,1,1
244,sequence_51042,1,1,1,1,1,1,1,1,1,1
245,sequence_51024,1,1,1,1,1,1,1,1,1,1
246,sequence_51037,1,1,1,1,1,1,1,1,1,1
247,sequence_51146,0,0,0,0,0,0,0,0,0,0
