,secuencia,K-means0.5,K-means0.55,K-means0.6000000000000001,K-means0.6500000000000001,K-means0.7000000000000002,K-means0.7500000000000002,K-means0.8000000000000003,K-means0.8500000000000003,K-means0.9000000000000004,K-means0.9500000000000004
66,sequence_47721,13,13,13,13,13,13,13,13,13,13
67,sequence_47759,25,25,25,25,25,25,25,25,25,25
68,sequence_47774,25,25,25,25,25,25,25,25,25,25
69,sequence_47770,3,3,3,3,3,3,3,3,3,3
70,sequence_47713,1,1,1,1,1,1,1,1,1,1
71,sequence_47738,1,1,1,1,1,1,1,1,1,1
72,sequence_47769,3,3,3,3,3,3,3,3,3,3
73,sequence_47702,0,0,0,0,0,0,0,0,0,0
74,sequence_47672,0,0,0,0,0,0,0,0,0,0
75,sequence_47705,0,0,0,0,0,0,0,0,0,0
76,sequence_47694,8,8,8,8,8,8,8,8,8,8
77,sequence_47691,8,8,8,8,8,8,8,8,8,8
78,sequence_47701,5,5,5,5,5,5,5,5,5,5
79,sequence_47706,5,5,5,5,5,5,5,5,5,5
80,sequence_47675,5,5,5,5,5,5,5,5,5,5
81,sequence_47698,8,8,8,8,8,8,8,8,8,8
82,sequence_47688,19,19,19,19,19,19,19,19,19,19
83,sequence_47704,23,23,23,23,23,23,23,23,23,23
84,sequence_47708,23,23,23,23,23,23,23,23,23,23
85,sequence_47709,7,7,7,7,7,7,7,7,7,7
86,sequence_47677,23,23,23,23,23,23,23,23,23,23
87,sequence_47692,24,24,24,24,24,24,24,24,24,24
88,sequence_47703,23,23,23,23,23,23,23,23,23,23
89,sequence_47707,23,23,23,23,23,23,23,23,23,23
90,sequence_47762,2,2,2,2,2,2,2,2,2,2
91,sequence_47765,2,2,2,2,2,2,2,2,2,2
92,sequence_47767,2,2,2,2,2,2,2,2,2,2
93,sequence_47812,3,3,3,3,3,3,3,3,3,3
94,sequence_47761,2,2,2,2,2,2,2,2,2,2
95,sequence_47764,3,3,3,3,3,3,3,3,3,3
96,sequence_47763,3,3,3,3,3,3,3,3,3,3
97,sequence_47699,18,18,18,18,18,18,18,18,18,18
98,sequence_47687,24,24,24,24,24,24,24,24,24,24
99,sequence_47693,7,7,7,7,7,7,7,7,7,7
100,sequence_47690,24,24,24,24,24,24,24,24,24,24
101,sequence_47712,12,12,12,12,12,12,12,12,12,12
102,sequence_47714,12,12,12,12,12,12,12,12,12,12
103,sequence_47725,18,18,18,18,18,18,18,18,18,18
104,sequence_47669,8,8,8,8,8,8,8,8,8,8
105,sequence_47668,22,22,22,22,22,22,22,22,22,22
106,sequence_47670,11,11,11,11,11,11,11,11,11,11
107,sequence_47665,11,11,11,11,11,11,11,11,11,11
108,sequence_47661,22,22,22,22,22,22,22,22,22,22
109,sequence_47667,19,19,19,19,19,19,19,19,19,19
110,sequence_47726,15,15,15,15,15,15,15,15,15,15
111,sequence_47734,15,15,15,15,15,15,15,15,15,15
112,sequence_47811,15,15,15,15,15,15,15,15,15,15
113,sequence_47662,22,22,22,22,22,22,22,22,22,22
114,sequence_47731,4,4,4,4,4,4,4,4,4,4
115,sequence_47733,6,6,6,6,6,6,6,6,6,6
116,sequence_47732,6,6,6,6,6,6,6,6,6,6
117,sequence_47755,10,10,10,10,10,10,10,10,10,10
118,sequence_47746,15,15,15,15,15,15,15,15,15,15
119,sequence_47754,10,10,10,10,10,10,10,10,10,10
120,sequence_47753,10,10,10,10,10,10,10,10,10,10
121,sequence_47740,10,10,10,10,10,10,10,10,10,10
122,sequence_47742,3,3,3,3,3,3,3,3,3,3
123,sequence_47715,23,23,23,23,23,23,23,23,23,23
124,sequence_47718,26,26,26,26,26,26,26,26,26,26
125,sequence_47717,23,23,23,23,23,23,23,23,23,23
126,sequence_47720,26,26,26,26,26,26,26,26,26,26
127,sequence_47716,26,26,26,26,26,26,26,26,26,26
128,sequence_47719,23,23,23,23,23,23,23,23,23,23
129,sequence_47723,13,13,13,13,13,13,13,13,13,13
130,sequence_47722,13,13,13,13,13,13,13,13,13,13
131,sequence_47674,0,0,0,0,0,0,0,0,0,0
132,sequence_47676,23,23,23,23,23,23,23,23,23,23
133,sequence_47711,3,3,3,3,3,3,3,3,3,3
134,sequence_47739,3,3,3,3,3,3,3,3,3,3
135,sequence_47735,3,3,3,3,3,3,3,3,3,3
136,sequence_47793,9,9,9,9,9,9,9,9,9,9
137,sequence_47801,17,17,17,17,17,17,17,17,17,17
138,sequence_47805,4,4,4,4,4,4,4,4,4,4
139,sequence_47802,6,6,6,6,6,6,6,6,6,6
140,sequence_47794,25,25,25,25,25,25,25,25,25,25
141,sequence_47728,14,14,14,14,14,14,14,14,14,14
142,sequence_47808,14,14,14,14,14,14,14,14,14,14
143,sequence_47792,14,14,14,14,14,14,14,14,14,14
144,sequence_47791,9,9,9,9,9,9,9,9,9,9
145,sequence_47788,10,10,10,10,10,10,10,10,10,10
146,sequence_47729,14,14,14,14,14,14,14,14,14,14
147,sequence_47809,14,14,14,14,14,14,14,14,14,14
148,sequence_47737,14,14,14,14,14,14,14,14,14,14
149,sequence_47810,14,14,14,14,14,14,14,14,14,14
150,sequence_47766,5,5,5,5,5,5,5,5,5,5
151,sequence_47736,14,14,14,14,14,14,14,14,14,14
