,secuencia,K-means0.5,K-means0.55,K-means0.6000000000000001,K-means0.6500000000000001,K-means0.7000000000000002,K-means0.7500000000000002,K-means0.8000000000000003,K-means0.8500000000000003,K-means0.9000000000000004,K-means0.9500000000000004
43,sequence_32114,0,0,0,0,0,0,0,0,0,0
44,sequence_32147,0,0,0,0,0,0,0,0,0,0
45,sequence_32119,0,0,0,0,0,0,0,0,0,0
46,sequence_32122,0,0,0,0,0,0,0,0,0,0
47,sequence_32125,0,0,0,0,0,0,0,0,0,0
48,sequence_32128,0,0,0,0,0,0,0,0,0,0
49,sequence_32129,0,0,0,0,0,0,0,0,0,0
50,sequence_32132,0,0,0,0,0,0,0,0,0,0
51,sequence_32167,0,0,0,0,0,0,0,0,0,0
52,sequence_50970,1,1,1,1,1,1,1,1,1,1
53,sequence_51045,1,1,1,1,1,1,1,1,1,1
54,sequence_51003,1,1,1,1,1,1,1,1,1,1
55,sequence_51032,1,1,1,1,1,1,1,1,1,1
56,sequence_51028,1,1,1,1,1,1,1,1,1,1
57,sequence_51025,1,1,1,1,1,1,1,1,1,1
58,sequence_51019,1,1,1,1,1,1,1,1,1,1
59,sequence_51017,1,1,1,1,1,1,1,1,1,1
60,sequence_51014,1,1,1,1,1,1,1,1,1,1
61,sequence_50984,1,1,1,1,1,1,1,1,1,1
62,sequence_51054,1,1,1,1,1,1,1,1,1,1
63,sequence_51002,1,1,1,1,1,1,1,1,1,1
64,sequence_51033,1,1,1,1,1,1,1,1,1,1
65,sequence_51027,1,1,1,1,1,1,1,1,1,1
66,sequence_51023,1,1,1,1,1,1,1,1,1,1
67,sequence_51012,1,1,1,1,1,1,1,1,1,1
68,sequence_51018,1,1,1,1,1,1,1,1,1,1
69,sequence_51015,1,1,1,1,1,1,1,1,1,1
70,sequence_50973,1,1,1,1,1,1,1,1,1,1
71,sequence_32112,0,0,0,0,0,0,0,0,0,0
72,sequence_50978,1,1,1,1,1,1,1,1,1,1
73,sequence_32162,0,0,0,0,0,0,0,0,0,0
74,sequence_50995,1,1,1,1,1,1,1,1,1,1
75,sequence_50972,1,1,1,1,1,1,1,1,1,1
76,sequence_32115,0,0,0,0,0,0,0,0,0,0
77,sequence_50979,1,1,1,1,1,1,1,1,1,1
78,sequence_32152,0,0,0,0,0,0,0,0,0,0
79,sequence_32113,0,0,0,0,0,0,0,0,0,0
80,sequence_32182,0,0,0,0,0,0,0,0,0,0
81,sequence_50987,1,1,1,1,1,1,1,1,1,1
82,sequence_51052,1,1,1,1,1,1,1,1,1,1
83,sequence_50988,1,1,1,1,1,1,1,1,1,1
84,sequence_32158,0,0,0,0,0,0,0,0,0,0
85,sequence_32180,0,0,0,0,0,0,0,0,0,0
86,sequence_51046,1,1,1,1,1,1,1,1,1,1
87,sequence_32181,0,0,0,0,0,0,0,0,0,0
88,sequence_32163,0,0,0,0,0,0,0,0,0,0
89,sequence_50980,1,1,1,1,1,1,1,1,1,1
90,sequence_50969,1,1,1,1,1,1,1,1,1,1
91,sequence_50996,1,1,1,1,1,1,1,1,1,1
92,sequence_50989,1,1,1,1,1,1,1,1,1,1
93,sequence_32150,0,0,0,0,0,0,0,0,0,0
94,sequence_51053,1,1,1,1,1,1,1,1,1,1
95,sequence_50966,1,1,1,1,1,1,1,1,1,1
96,sequence_32116,0,0,0,0,0,0,0,0,0,0
97,sequence_32159,0,0,0,0,0,0,0,0,0,0
98,sequence_32149,0,0,0,0,0,0,0,0,0,0
99,sequence_51133,1,1,1,1,1,1,1,1,1,1
100,sequence_51189,1,1,1,1,1,1,1,1,1,1
101,sequence_51167,1,1,1,1,1,1,1,1,1,1
102,sequence_51130,1,1,1,1,1,1,1,1,1,1
103,sequence_51186,1,1,1,1,1,1,1,1,1,1
104,sequence_51178,1,1,1,1,1,1,1,1,1,1
105,sequence_51158,1,1,1,1,1,1,1,1,1,1
106,sequence_51165,1,1,1,1,1,1,1,1,1,1
107,sequence_51176,1,1,1,1,1,1,1,1,1,1
108,sequence_51155,1,1,1,1,1,1,1,1,1,1
109,sequence_51162,1,1,1,1,1,1,1,1,1,1
110,sequence_51172,1,1,1,1,1,1,1,1,1,1
111,sequence_51195,1,1,1,1,1,1,1,1,1,1
112,sequence_51152,1,1,1,1,1,1,1,1,1,1
113,sequence_51177,1,1,1,1,1,1,1,1,1,1
114,sequence_51161,1,1,1,1,1,1,1,1,1,1
115,sequence_51166,1,1,1,1,1,1,1,1,1,1
116,sequence_51156,1,1,1,1,1,1,1,1,1,1
117,sequence_51180,1,1,1,1,1,1,1,1,1,1
118,sequence_51164,1,1,1,1,1,1,1,1,1,1
119,sequence_51194,1,1,1,1,1,1,1,1,1,1
120,sequence_51154,1,1,1,1,1,1,1,1,1,1
121,sequence_51188,1,1,1,1,1,1,1,1,1,1
122,sequence_51179,1,1,1,1,1,1,1,1,1,1
123,sequence_51127,1,1,1,1,1,1,1,1,1,1
124,sequence_51198,1,1,1,1,1,1,1,1,1,1
125,sequence_51160,1,1,1,1,1,1,1,1,1,1
126,sequence_51184,1,1,1,1,1,1,1,1,1,1
127,sequence_51129,1,1,1,1,1,1,1,1,1,1
128,sequence_51185,1,1,1,1,1,1,1,1,1,1
129,sequence_51128,1,1,1,1,1,1,1,1,1,1
130,sequence_51134,1,1,1,1,1,1,1,1,1,1
131,sequence_51135,1,1,1,1,1,1,1,1,1,1
132,sequence_51190,1,1,1,1,1,1,1,1,1,1
133,sequence_32134,0,0,0,0,0,0,0,0,0,0
134,sequence_32160,0,0,0,0,0,0,0,0,0,0
135,sequence_32110,0,0,0,0,0,0,0,0,0,0
136,sequence_32120,0,0,0,0,0,0,0,0,0,0
137,sequence_32142,0,0,0,0,0,0,0,0,0,0
138,sequence_32137,0,0,0,0,0,0,0,0,0,0
139,sequence_32123,0,0,0,0,0,0,0,0,0,0
140,sequence_32143,0,0,0,0,0,0,0,0,0,0
141,sequence_32139,0,0,0,0,0,0,0,0,0,0
142,sequence_32135,0,0,0,0,0,0,0,0,0,0
143,sequence_32176,0,0,0,0,0,0,0,0,0,0
144,sequence_32109,0,0,0,0,0,0,0,0,0,0
145,sequence_32121,0,0,0,0,0,0,0,0,0,0
146,sequence_32140,0,0,0,0,0,0,0,0,0,0
147,sequence_32136,0,0,0,0,0,0,0,0,0,0
148,sequence_50974,1,1,1,1,1,1,1,1,1,1
149,sequence_32118,0,0,0,0,0,0,0,0,0,0
150,sequence_32146,0,0,0,0,0,0,0,0,0,0
151,sequence_32138,0,0,0,0,0,0,0,0,0,0
152,sequence_50962,1,1,1,1,1,1,1,1,1,1
153,sequence_51050,1,1,1,1,1,1,1,1,1,1
154,sequence_51029,1,1,1,1,1,1,1,1,1,1
155,sequence_51008,1,1,1,1,1,1,1,1,1,1
156,sequence_51011,1,1,1,1,1,1,1,1,1,1
157,sequence_32164,0,0,0,0,0,0,0,0,0,0
158,sequence_51035,1,1,1,1,1,1,1,1,1,1
159,sequence_51005,1,1,1,1,1,1,1,1,1,1
160,sequence_51010,1,1,1,1,1,1,1,1,1,1
161,sequence_51013,1,1,1,1,1,1,1,1,1,1
162,sequence_50991,1,1,1,1,1,1,1,1,1,1
163,sequence_51043,1,1,1,1,1,1,1,1,1,1
164,sequence_51009,1,1,1,1,1,1,1,1,1,1
165,sequence_51031,1,1,1,1,1,1,1,1,1,1
166,sequence_51020,1,1,1,1,1,1,1,1,1,1
167,sequence_51034,1,1,1,1,1,1,1,1,1,1
168,sequence_51007,1,1,1,1,1,1,1,1,1,1
169,sequence_51026,1,1,1,1,1,1,1,1,1,1
170,sequence_32169,0,0,0,0,0,0,0,0,0,0
171,sequence_51000,1,1,1,1,1,1,1,1,1,1
172,sequence_32171,0,0,0,0,0,0,0,0,0,0
173,sequence_32170,0,0,0,0,0,0,0,0,0,0
174,sequence_32166,0,0,0,0,0,0,0,0,0,0
175,sequence_32179,0,0,0,0,0,0,0,0,0,0
176,sequence_50997,1,1,1,1,1,1,1,1,1,1
177,sequence_50998,1,1,1,1,1,1,1,1,1,1
178,sequence_50999,1,1,1,1,1,1,1,1,1,1
179,sequence_50961,1,1,1,1,1,1,1,1,1,1
180,sequence_32175,0,0,0,0,0,0,0,0,0,0
181,sequence_32178,0,0,0,0,0,0,0,0,0,0
182,sequence_51041,1,1,1,1,1,1,1,1,1,1
183,sequence_50965,1,1,1,1,1,1,1,1,1,1
184,sequence_51048,1,1,1,1,1,1,1,1,1,1
185,sequence_50992,1,1,1,1,1,1,1,1,1,1
186,sequence_32165,0,0,0,0,0,0,0,0,0,0
187,sequence_51040,1,1,1,1,1,1,1,1,1,1
188,sequence_32177,0,0,0,0,0,0,0,0,0,0
189,sequence_50963,1,1,1,1,1,1,1,1,1,1
190,sequence_51001,1,1,1,1,1,1,1,1,1,1
191,sequence_50990,1,1,1,1,1,1,1,1,1,1
192,sequence_32168,0,0,0,0,0,0,0,0,0,0
193,sequence_32172,0,0,0,0,0,0,0,0,0,0
194,sequence_32111,0,0,0,0,0,0,0,0,0,0
195,sequence_51051,1,1,1,1,1,1,1,1,1,1
196,sequence_50975,1,1,1,1,1,1,1,1,1,1
197,sequence_32155,0,0,0,0,0,0,0,0,0,0
198,sequence_32156,0,0,0,0,0,0,0,0,0,0
199,sequence_50993,1,1,1,1,1,1,1,1,1,1
200,sequence_32157,0,0,0,0,0,0,0,0,0,0
201,sequence_51193,1,1,1,1,1,1,1,1,1,1
202,sequence_51038,1,1,1,1,1,1,1,1,1,1
203,sequence_50994,1,1,1,1,1,1,1,1,1,1
204,sequence_32154,0,0,0,0,0,0,0,0,0,0
205,sequence_51030,1,1,1,1,1,1,1,1,1,1
206,sequence_51021,1,1,1,1,1,1,1,1,1,1
207,sequence_51150,1,1,1,1,1,1,1,1,1,1
208,sequence_51022,1,1,1,1,1,1,1,1,1,1
209,sequence_51057,1,1,1,1,1,1,1,1,1,1
210,sequence_51056,1,1,1,1,1,1,1,1,1,1
211,sequence_51055,1,1,1,1,1,1,1,1,1,1
212,sequence_51142,1,1,1,1,1,1,1,1,1,1
213,sequence_50982,1,1,1,1,1,1,1,1,1,1
214,sequence_51132,1,1,1,1,1,1,1,1,1,1
215,sequence_51197,1,1,1,1,1,1,1,1,1,1
216,sequence_51004,1,1,1,1,1,1,1,1,1,1
217,sequence_50968,1,1,1,1,1,1,1,1,1,1
218,sequence_51200,1,1,1,1,1,1,1,1,1,1
219,sequence_50976,1,1,1,1,1,1,1,1,1,1
220,sequence_50977,1,1,1,1,1,1,1,1,1,1
221,sequence_51039,1,1,1,1,1,1,1,1,1,1
222,sequence_51126,1,1,1,1,1,1,1,1,1,1
223,sequence_51143,1,1,1,1,1,1,1,1,1,1
224,sequence_50981,1,1,1,1,1,1,1,1,1,1
225,sequence_50971,1,1,1,1,1,1,1,1,1,1
226,sequence_51047,1,1,1,1,1,1,1,1,1,1
227,sequence_50964,1,1,1,1,1,1,1,1,1,1
228,sequence_51049,1,1,1,1,1,1,1,1,1,1
229,sequence_32173,0,0,0,0,0,0,0,0,0,0
230,sequence_50983,1,1,1,1,1,1,1,1,1,1
231,sequence_51044,1,1,1,1,1,1,1,1,1,1
232,sequence_51006,1,1,1,1,1,1,1,1,1,1
233,sequence_51201,1,1,1,1,1,1,1,1,1,1
234,sequence_51036,1,1,1,1,1,1,1,1,1,1
235,sequence_50967,1,1,1,1,1,1,1,1,1,1
236,sequence_32161,0,0,0,0,0,0,0,0,0,0
237,sequence_32144,0,0,0,0,0,0,0,0,0,0
238,sequence_51139,1,1,1,1,1,1,1,1,1,1
239,sequence_51153,1,1,1,1,1,1,1,1,1,1
240,sequence_32145,0,0,0,0,0,0,0,0,0,0
241,sequence_50985,1,1,1,1,1,1,1,1,1,1
242,sequence_32153,0,0,0,0,0,0,0,0,0,0
243,sequence_50986,1,1,1,1,1,1,1,1,1,1
244,sequence_51042,1,1,1,1,1,1,1,1,1,1
245,sequence_51024,1,1,1,1,1,1,1,1,1,1
246,sequence_51037,1,1,1,1,1,1,1,1,1,1
247,sequence_51146,1,1,1,1,1,1,1,1,1,1
