,secuencia,K-means0.5,K-means0.55,K-means0.6000000000000001,K-means0.6500000000000001,K-means0.7000000000000002,K-means0.7500000000000002,K-means0.8000000000000003,K-means0.8500000000000003,K-means0.9000000000000004,K-means0.9500000000000004
88,sequence_20065,0,0,0,0,0,0,0,0,0,0
89,sequence_19383,1,1,1,1,1,1,1,1,1,1
90,sequence_19422,0,0,0,0,0,0,0,0,0,0
91,sequence_19495,0,0,0,0,0,0,0,0,0,0
92,sequence_19431,0,0,0,0,0,0,0,0,0,0
93,sequence_20058,1,1,1,1,1,1,1,1,1,1
94,sequence_19488,0,0,0,0,0,0,0,0,0,0
95,sequence_19375,0,0,0,0,0,0,0,0,0,0
96,sequence_19511,1,1,1,1,1,1,1,1,1,1
97,sequence_53065,2,2,2,2,2,2,2,2,2,2
98,sequence_53074,2,2,2,2,2,2,2,2,2,2
99,sequence_20050,1,1,1,1,1,1,1,1,1,1
100,sequence_19515,1,1,1,1,1,1,1,1,1,1
101,sequence_20057,1,1,1,1,1,1,1,1,1,1
102,sequence_19438,1,1,1,1,1,1,1,1,1,1
103,sequence_19486,0,0,0,0,0,0,0,0,0,0
104,sequence_19389,0,0,0,0,0,0,0,0,0,0
105,sequence_19468,1,1,1,1,1,1,1,1,1,1
106,sequence_20068,1,1,1,1,1,1,1,1,1,1
107,sequence_19420,0,0,0,0,0,0,0,0,0,0
108,sequence_20076,1,1,1,1,1,1,1,1,1,1
109,sequence_20070,1,1,1,1,1,1,1,1,1,1
110,sequence_19399,0,0,0,0,0,0,0,0,0,0
111,sequence_19436,0,0,0,0,0,0,0,0,0,0
112,sequence_19492,0,0,0,0,0,0,0,0,0,0
113,sequence_19445,0,0,0,0,0,0,0,0,0,0
114,sequence_19403,1,1,1,1,1,1,1,1,1,1
115,sequence_19428,1,1,1,1,1,1,1,1,1,1
116,sequence_19377,0,0,0,0,0,0,0,0,0,0
117,sequence_19427,1,1,1,1,1,1,1,1,1,1
118,sequence_19521,0,0,0,0,0,0,0,0,0,0
119,sequence_20045,1,1,1,1,1,1,1,1,1,1
120,sequence_19412,1,1,1,1,1,1,1,1,1,1
121,sequence_19508,0,0,0,0,0,0,0,0,0,0
122,sequence_53080,2,2,2,2,2,2,2,2,2,2
123,sequence_20073,1,1,1,1,1,1,1,1,1,1
124,sequence_19442,1,1,1,1,1,1,1,1,1,1
125,sequence_53077,2,2,2,2,2,2,2,2,2,2
126,sequence_19429,0,0,0,0,0,0,0,0,0,0
127,sequence_19416,0,0,0,0,0,0,0,0,0,0
128,sequence_20055,0,0,0,0,0,0,0,0,0,0
129,sequence_19388,0,0,0,0,0,0,0,0,0,0
130,sequence_20049,0,0,0,0,0,0,0,0,0,0
131,sequence_20059,1,1,1,1,1,1,1,1,1,1
132,sequence_19467,1,1,1,1,1,1,1,1,1,1
133,sequence_19373,0,0,0,0,0,0,0,0,0,0
134,sequence_19396,0,0,0,0,0,0,0,0,0,0
135,sequence_19527,0,0,0,0,0,0,0,0,0,0
136,sequence_19435,0,0,0,0,0,0,0,0,0,0
137,sequence_53069,2,2,2,2,2,2,2,2,2,2
138,sequence_19418,0,0,0,0,0,0,0,0,0,0
139,sequence_20075,1,1,1,1,1,1,1,1,1,1
140,sequence_19423,1,1,1,1,1,1,1,1,1,1
141,sequence_19516,1,1,1,1,1,1,1,1,1,1
142,sequence_19512,1,1,1,1,1,1,1,1,1,1
143,sequence_19387,1,1,1,1,1,1,1,1,1,1
144,sequence_53061,2,2,2,2,2,2,2,2,2,2
145,sequence_19448,1,1,1,1,1,1,1,1,1,1
146,sequence_19469,1,1,1,1,1,1,1,1,1,1
147,sequence_19449,1,1,1,1,1,1,1,1,1,1
148,sequence_53063,2,2,2,2,2,2,2,2,2,2
149,sequence_19457,0,0,0,0,0,0,0,0,0,0
150,sequence_19466,1,1,1,1,1,1,1,1,1,1
151,sequence_19494,0,0,0,0,0,0,0,0,0,0
152,sequence_19454,0,0,0,0,0,0,0,0,0,0
153,sequence_19529,0,0,0,0,0,0,0,0,0,0
154,sequence_19426,1,1,1,1,1,1,1,1,1,1
155,sequence_19491,0,0,0,0,0,0,0,0,0,0
156,sequence_19421,0,0,0,0,0,0,0,0,0,0
157,sequence_19514,1,1,1,1,1,1,1,1,1,1
158,sequence_19368,1,1,1,1,1,1,1,1,1,1
159,sequence_19437,0,0,0,0,0,0,0,0,0,0
160,sequence_20044,1,1,1,1,1,1,1,1,1,1
161,sequence_19501,1,1,1,1,1,1,1,1,1,1
162,sequence_20074,1,1,1,1,1,1,1,1,1,1
163,sequence_19395,0,0,0,0,0,0,0,0,0,0
164,sequence_19510,0,0,0,0,0,0,0,0,0,0
165,sequence_19489,0,0,0,0,0,0,0,0,0,0
166,sequence_19440,1,1,1,1,1,1,1,1,1,1
167,sequence_19408,1,1,1,1,1,1,1,1,1,1
168,sequence_53076,2,2,2,2,2,2,2,2,2,2
169,sequence_19372,0,0,0,0,0,0,0,0,0,0
170,sequence_19507,0,0,0,0,0,0,0,0,0,0
171,sequence_20066,0,0,0,0,0,0,0,0,0,0
172,sequence_19524,0,0,0,0,0,0,0,0,0,0
173,sequence_19414,1,1,1,1,1,1,1,1,1,1
174,sequence_19485,0,0,0,0,0,0,0,0,0,0
175,sequence_19384,1,1,1,1,1,1,1,1,1,1
176,sequence_19493,0,0,0,0,0,0,0,0,0,0
177,sequence_19484,0,0,0,0,0,0,0,0,0,0
178,sequence_53073,2,2,2,2,2,2,2,2,2,2
179,sequence_20034,1,1,1,1,1,1,1,1,1,1
180,sequence_19456,0,0,0,0,0,0,0,0,0,0
181,sequence_53067,2,2,2,2,2,2,2,2,2,2
182,sequence_19502,1,1,1,1,1,1,1,1,1,1
183,sequence_20053,1,1,1,1,1,1,1,1,1,1
184,sequence_19355,1,1,1,1,1,1,1,1,1,1
185,sequence_19365,1,1,1,1,1,1,1,1,1,1
186,sequence_20047,1,1,1,1,1,1,1,1,1,1
187,sequence_19528,0,0,0,0,0,0,0,0,0,0
188,sequence_19455,0,0,0,0,0,0,0,0,0,0
189,sequence_19479,1,1,1,1,1,1,1,1,1,1
190,sequence_19452,0,0,0,0,0,0,0,0,0,0
191,sequence_19407,1,1,1,1,1,1,1,1,1,1
192,sequence_19444,1,1,1,1,1,1,1,1,1,1
193,sequence_19499,1,1,1,1,1,1,1,1,1,1
194,sequence_19487,0,0,0,0,0,0,0,0,0,0
195,sequence_19398,0,0,0,0,0,0,0,0,0,0
196,sequence_19424,1,1,1,1,1,1,1,1,1,1
197,sequence_20037,1,1,1,1,1,1,1,1,1,1
198,sequence_53058,2,2,2,2,2,2,2,2,2,2
199,sequence_19458,1,1,1,1,1,1,1,1,1,1
200,sequence_19470,1,1,1,1,1,1,1,1,1,1
201,sequence_19364,1,1,1,1,1,1,1,1,1,1
202,sequence_19366,1,1,1,1,1,1,1,1,1,1
203,sequence_19361,1,1,1,1,1,1,1,1,1,1
204,sequence_19358,1,1,1,1,1,1,1,1,1,1
205,sequence_19360,1,1,1,1,1,1,1,1,1,1
206,sequence_19474,1,1,1,1,1,1,1,1,1,1
207,sequence_53060,2,2,2,2,2,2,2,2,2,2
208,sequence_19473,1,1,1,1,1,1,1,1,1,1
209,sequence_19459,1,1,1,1,1,1,1,1,1,1
210,sequence_19481,1,1,1,1,1,1,1,1,1,1
211,sequence_19465,1,1,1,1,1,1,1,1,1,1
212,sequence_19476,1,1,1,1,1,1,1,1,1,1
213,sequence_19480,1,1,1,1,1,1,1,1,1,1
214,sequence_19463,1,1,1,1,1,1,1,1,1,1
215,sequence_19464,1,1,1,1,1,1,1,1,1,1
216,sequence_19359,1,1,1,1,1,1,1,1,1,1
217,sequence_19350,1,1,1,1,1,1,1,1,1,1
218,sequence_19367,1,1,1,1,1,1,1,1,1,1
219,sequence_19471,1,1,1,1,1,1,1,1,1,1
220,sequence_19475,1,1,1,1,1,1,1,1,1,1
221,sequence_19353,1,1,1,1,1,1,1,1,1,1
222,sequence_19461,1,1,1,1,1,1,1,1,1,1
223,sequence_19483,1,1,1,1,1,1,1,1,1,1
224,sequence_19472,1,1,1,1,1,1,1,1,1,1
225,sequence_19462,1,1,1,1,1,1,1,1,1,1
226,sequence_19362,1,1,1,1,1,1,1,1,1,1
227,sequence_19349,1,1,1,1,1,1,1,1,1,1
228,sequence_19478,1,1,1,1,1,1,1,1,1,1
229,sequence_19351,1,1,1,1,1,1,1,1,1,1
230,sequence_19460,1,1,1,1,1,1,1,1,1,1
231,sequence_19352,1,1,1,1,1,1,1,1,1,1
232,sequence_19482,1,1,1,1,1,1,1,1,1,1
233,sequence_19518,1,1,1,1,1,1,1,1,1,1
234,sequence_19356,1,1,1,1,1,1,1,1,1,1
235,sequence_19503,1,1,1,1,1,1,1,1,1,1
236,sequence_19517,1,1,1,1,1,1,1,1,1,1
237,sequence_19520,1,1,1,1,1,1,1,1,1,1
238,sequence_19385,1,1,1,1,1,1,1,1,1,1
239,sequence_19411,1,1,1,1,1,1,1,1,1,1
240,sequence_19513,1,1,1,1,1,1,1,1,1,1
241,sequence_19413,1,1,1,1,1,1,1,1,1,1
242,sequence_53083,2,2,2,2,2,2,2,2,2,2
243,sequence_53088,2,2,2,2,2,2,2,2,2,2
244,sequence_19381,1,1,1,1,1,1,1,1,1,1
245,sequence_53081,2,2,2,2,2,2,2,2,2,2
246,sequence_53086,2,2,2,2,2,2,2,2,2,2
247,sequence_53087,2,2,2,2,2,2,2,2,2,2
248,sequence_19400,1,1,1,1,1,1,1,1,1,1
249,sequence_53068,2,2,2,2,2,2,2,2,2,2
250,sequence_53072,2,2,2,2,2,2,2,2,2,2
251,sequence_53098,2,2,2,2,2,2,2,2,2,2
252,sequence_53052,2,2,2,2,2,2,2,2,2,2
253,sequence_53084,2,2,2,2,2,2,2,2,2,2
254,sequence_53099,2,2,2,2,2,2,2,2,2,2
255,sequence_53056,2,2,2,2,2,2,2,2,2,2
256,sequence_19347,1,1,1,1,1,1,1,1,1,1
257,sequence_19379,1,1,1,1,1,1,1,1,1,1
258,sequence_19348,1,1,1,1,1,1,1,1,1,1
259,sequence_19380,1,1,1,1,1,1,1,1,1,1
260,sequence_19401,1,1,1,1,1,1,1,1,1,1
