,secuencia,K-means0.5,K-means0.55,K-means0.6000000000000001,K-means0.6500000000000001,K-means0.7000000000000002,K-means0.7500000000000002,K-means0.8000000000000003,K-means0.8500000000000003,K-means0.9000000000000004,K-means0.9500000000000004
38,sequence_47697,7,7,7,7,7,7,7,7,7,7
39,sequence_47678,7,7,7,7,7,7,7,7,7,7
40,sequence_47682,1,1,1,1,1,1,1,1,1,1
41,sequence_47724,6,6,6,6,6,6,6,6,6,6
42,sequence_47806,1,1,1,1,1,1,1,1,1,1
43,sequence_47807,1,1,1,1,1,1,1,1,1,1
44,sequence_47804,1,1,1,1,1,1,1,1,1,1
45,sequence_47800,1,1,1,1,1,1,1,1,1,1
46,sequence_47799,1,1,1,1,1,1,1,1,1,1
47,sequence_47664,2,2,2,2,2,2,2,2,2,2
48,sequence_47666,2,2,2,2,2,2,2,2,2,2
49,sequence_47671,2,2,2,2,2,2,2,2,2,2
50,sequence_47727,5,5,5,5,5,5,5,5,5,5
51,sequence_47756,5,5,5,5,5,5,5,5,5,5
52,sequence_47775,5,5,5,5,5,5,5,5,5,5
53,sequence_47730,2,2,2,2,2,2,2,2,2,2
54,sequence_47758,2,2,2,2,2,2,2,2,2,2
55,sequence_47797,5,5,5,5,5,5,5,5,5,5
56,sequence_47798,2,2,2,2,2,2,2,2,2,2
57,sequence_47751,0,0,0,0,0,0,0,0,0,0
58,sequence_47741,4,4,4,4,4,4,4,4,4,4
59,sequence_47743,4,4,4,4,4,4,4,4,4,4
60,sequence_47752,4,4,4,4,4,4,4,4,4,4
61,sequence_47745,2,2,2,2,2,2,2,2,2,2
62,sequence_47747,4,4,4,4,4,4,4,4,4,4
63,sequence_47748,2,2,2,2,2,2,2,2,2,2
64,sequence_47749,4,4,4,4,4,4,4,4,4,4
65,sequence_47744,4,4,4,4,4,4,4,4,4,4
66,sequence_47721,7,7,7,7,7,7,7,7,7,7
67,sequence_47759,7,7,7,7,7,7,7,7,7,7
68,sequence_47774,1,1,1,1,1,1,1,1,1,1
69,sequence_47770,1,1,1,1,1,1,1,1,1,1
70,sequence_47713,6,6,6,6,6,6,6,6,6,6
71,sequence_47738,4,4,4,4,4,4,4,4,4,4
72,sequence_47769,1,1,1,1,1,1,1,1,1,1
73,sequence_47702,4,4,4,4,4,4,4,4,4,4
74,sequence_47672,4,4,4,4,4,4,4,4,4,4
75,sequence_47705,4,4,4,4,4,4,4,4,4,4
76,sequence_47694,0,0,0,0,0,0,0,0,0,0
77,sequence_47691,4,4,4,4,4,4,4,4,4,4
78,sequence_47701,4,4,4,4,4,4,4,4,4,4
79,sequence_47706,4,4,4,4,4,4,4,4,4,4
80,sequence_47675,4,4,4,4,4,4,4,4,4,4
81,sequence_47698,4,4,4,4,4,4,4,4,4,4
82,sequence_47688,2,2,2,2,2,2,2,2,2,2
83,sequence_47704,1,1,1,1,1,1,1,1,1,1
84,sequence_47708,1,1,1,1,1,1,1,1,1,1
85,sequence_47709,1,1,1,1,1,1,1,1,1,1
86,sequence_47677,1,1,1,1,1,1,1,1,1,1
87,sequence_47692,1,1,1,1,1,1,1,1,1,1
88,sequence_47703,1,1,1,1,1,1,1,1,1,1
89,sequence_47707,1,1,1,1,1,1,1,1,1,1
90,sequence_47762,1,1,1,1,1,1,1,1,1,1
91,sequence_47765,6,6,6,6,6,6,6,6,6,6
92,sequence_47767,6,6,6,6,6,6,6,6,6,6
93,sequence_47812,1,1,1,1,1,1,1,1,1,1
94,sequence_47761,6,6,6,6,6,6,6,6,6,6
95,sequence_47764,6,6,6,6,6,6,6,6,6,6
96,sequence_47763,6,6,6,6,6,6,6,6,6,6
97,sequence_47699,1,1,1,1,1,1,1,1,1,1
98,sequence_47687,1,1,1,1,1,1,1,1,1,1
99,sequence_47693,1,1,1,1,1,1,1,1,1,1
100,sequence_47690,5,5,5,5,5,5,5,5,5,5
101,sequence_47712,6,6,6,6,6,6,6,6,6,6
102,sequence_47714,6,6,6,6,6,6,6,6,6,6
103,sequence_47725,6,6,6,6,6,6,6,6,6,6
104,sequence_47669,2,2,2,2,2,2,2,2,2,2
105,sequence_47668,2,2,2,2,2,2,2,2,2,2
106,sequence_47670,2,2,2,2,2,2,2,2,2,2
107,sequence_47665,2,2,2,2,2,2,2,2,2,2
108,sequence_47661,2,2,2,2,2,2,2,2,2,2
109,sequence_47667,2,2,2,2,2,2,2,2,2,2
110,sequence_47726,5,5,5,5,5,5,5,5,5,5
111,sequence_47734,5,5,5,5,5,5,5,5,5,5
112,sequence_47811,5,5,5,5,5,5,5,5,5,5
113,sequence_47662,5,5,5,5,5,5,5,5,5,5
114,sequence_47731,2,2,2,2,2,2,2,2,2,2
115,sequence_47733,2,2,2,2,2,2,2,2,2,2
116,sequence_47732,5,5,5,5,5,5,5,5,5,5
117,sequence_47755,4,4,4,4,4,4,4,4,4,4
118,sequence_47746,2,2,2,2,2,2,2,2,2,2
119,sequence_47754,4,4,4,4,4,4,4,4,4,4
120,sequence_47753,2,2,2,2,2,2,2,2,2,2
121,sequence_47740,1,1,1,1,1,1,1,1,1,1
122,sequence_47742,1,1,1,1,1,1,1,1,1,1
123,sequence_47715,6,6,6,6,6,6,6,6,6,6
124,sequence_47718,6,6,6,6,6,6,6,6,6,6
125,sequence_47717,6,6,6,6,6,6,6,6,6,6
126,sequence_47720,7,7,7,7,7,7,7,7,7,7
127,sequence_47716,6,6,6,6,6,6,6,6,6,6
128,sequence_47719,6,6,6,6,6,6,6,6,6,6
129,sequence_47723,6,6,6,6,6,6,6,6,6,6
130,sequence_47722,6,6,6,6,6,6,6,6,6,6
131,sequence_47674,4,4,4,4,4,4,4,4,4,4
132,sequence_47676,1,1,1,1,1,1,1,1,1,1
133,sequence_47711,6,6,6,6,6,6,6,6,6,6
134,sequence_47739,1,1,1,1,1,1,1,1,1,1
135,sequence_47735,6,6,6,6,6,6,6,6,6,6
136,sequence_47793,4,4,4,4,4,4,4,4,4,4
137,sequence_47801,0,0,0,0,0,0,0,0,0,0
138,sequence_47805,4,4,4,4,4,4,4,4,4,4
139,sequence_47802,0,0,0,0,0,0,0,0,0,0
140,sequence_47794,4,4,4,4,4,4,4,4,4,4
141,sequence_47728,0,0,0,0,0,0,0,0,0,0
142,sequence_47808,3,3,3,3,3,3,3,3,3,3
143,sequence_47792,0,0,0,0,0,0,0,0,0,0
144,sequence_47791,4,4,4,4,4,4,4,4,4,4
145,sequence_47788,0,0,0,0,0,0,0,0,0,0
146,sequence_47729,0,0,0,0,0,0,0,0,0,0
147,sequence_47809,3,3,3,3,3,3,3,3,3,3
148,sequence_47737,3,3,3,3,3,3,3,3,3,3
149,sequence_47810,3,3,3,3,3,3,3,3,3,3
150,sequence_47766,0,0,0,0,0,0,0,0,0,0
151,sequence_47736,3,3,3,3,3,3,3,3,3,3
