,secuencia,K-means0.5,K-means0.55,K-means0.6000000000000001,K-means0.6500000000000001,K-means0.7000000000000002,K-means0.7500000000000002,K-means0.8000000000000003,K-means0.8500000000000003,K-means0.9000000000000004,K-means0.9500000000000004
196,sequence_50975,1,1,1,1,1,1,1,1,1,1
197,sequence_32155,0,0,0,0,0,0,0,0,0,0
198,sequence_32156,0,0,0,0,0,0,0,0,0,0
199,sequence_50993,1,1,1,1,1,1,1,1,1,1
200,sequence_32157,0,0,0,0,0,0,0,0,0,0
201,sequence_51193,2,2,2,2,2,2,2,2,2,2
202,sequence_51038,1,1,1,1,1,1,1,1,1,1
203,sequence_50994,1,1,1,1,1,1,1,1,1,1
204,sequence_32154,0,0,0,0,0,0,0,0,0,0
205,sequence_51030,1,1,1,1,1,1,1,1,1,1
206,sequence_51021,1,1,1,1,1,1,1,1,1,1
207,sequence_51150,2,2,2,2,2,2,2,2,2,2
208,sequence_51022,1,1,1,1,1,1,1,1,1,1
209,sequence_51057,1,1,1,1,1,1,1,1,1,1
210,sequence_51056,1,1,1,1,1,1,1,1,1,1
211,sequence_51055,1,1,1,1,1,1,1,1,1,1
212,sequence_51142,2,2,2,2,2,2,2,2,2,2
213,sequence_50982,1,1,1,1,1,1,1,1,1,1
214,sequence_51132,2,2,2,2,2,2,2,2,2,2
215,sequence_51197,2,2,2,2,2,2,2,2,2,2
216,sequence_51004,1,1,1,1,1,1,1,1,1,1
217,sequence_50968,1,1,1,1,1,1,1,1,1,1
218,sequence_51200,2,2,2,2,2,2,2,2,2,2
219,sequence_50976,1,1,1,1,1,1,1,1,1,1
220,sequence_50977,1,1,1,1,1,1,1,1,1,1
221,sequence_51039,1,1,1,1,1,1,1,1,1,1
222,sequence_51126,2,2,2,2,2,2,2,2,2,2
223,sequence_51143,2,2,2,2,2,2,2,2,2,2
224,sequence_50981,1,1,1,1,1,1,1,1,1,1
225,sequence_50971,1,1,1,1,1,1,1,1,1,1
226,sequence_51047,1,1,1,1,1,1,1,1,1,1
227,sequence_50964,1,1,1,1,1,1,1,1,1,1
228,sequence_51049,1,1,1,1,1,1,1,1,1,1
229,sequence_32173,0,0,0,0,0,0,0,0,0,0
230,sequence_50983,1,1,1,1,1,1,1,1,1,1
231,sequence_51044,1,1,1,1,1,1,1,1,1,1
232,sequence_51006,1,1,1,1,1,1,1,1,1,1
233,sequence_51201,2,2,2,2,2,2,2,2,2,2
234,sequence_51036,1,1,1,1,1,1,1,1,1,1
235,sequence_50967,1,1,1,1,1,1,1,1,1,1
236,sequence_32161,0,0,0,0,0,0,0,0,0,0
237,sequence_32144,0,0,0,0,0,0,0,0,0,0
238,sequence_51139,2,2,2,2,2,2,2,2,2,2
239,sequence_51153,2,2,2,2,2,2,2,2,2,2
240,sequence_32145,0,0,0,0,0,0,0,0,0,0
241,sequence_50985,1,1,1,1,1,1,1,1,1,1
242,sequence_32153,0,0,0,0,0,0,0,0,0,0
243,sequence_50986,1,1,1,1,1,1,1,1,1,1
244,sequence_51042,1,1,1,1,1,1,1,1,1,1
245,sequence_51024,1,1,1,1,1,1,1,1,1,1
246,sequence_51037,1,1,1,1,1,1,1,1,1,1
247,sequence_51146,2,2,2,2,2,2,2,2,2,2
