,secuencia,K-means0.5,K-means0.55,K-means0.6000000000000001,K-means0.6500000000000001,K-means0.7000000000000002,K-means0.7500000000000002,K-means0.8000000000000003,K-means0.8500000000000003,K-means0.9000000000000004,K-means0.9500000000000004
38,sequence_19506,0,0,0,0,0,0,0,0,0,0
39,sequence_20064,2,2,2,2,2,2,2,2,2,2
40,sequence_19530,2,2,2,2,2,2,2,2,2,2
41,sequence_19498,0,0,0,0,0,0,0,0,0,0
42,sequence_19504,2,2,2,2,2,2,2,2,2,2
43,sequence_19386,0,0,0,0,0,0,0,0,0,0
44,sequence_19519,0,0,0,0,0,0,0,0,0,0
45,sequence_19404,1,1,1,1,1,1,1,1,1,1
46,sequence_19446,2,2,2,2,2,2,2,2,2,2
47,sequence_20063,0,0,0,0,0,0,0,0,0,0
48,sequence_20043,0,0,0,0,0,0,0,0,0,0
49,sequence_19497,2,2,2,2,2,2,2,2,2,2
50,sequence_19490,2,2,2,2,2,2,2,2,2,2
51,sequence_19376,2,2,2,2,2,2,2,2,2,2
52,sequence_19406,1,1,1,1,1,1,1,1,1,1
53,sequence_19405,0,0,0,0,0,0,0,0,0,0
54,sequence_19382,0,0,0,0,0,0,0,0,0,0
55,sequence_20067,0,0,0,0,0,0,0,0,0,0
56,sequence_19409,0,0,0,0,0,0,0,0,0,0
57,sequence_19354,1,1,1,1,1,1,1,1,1,1
58,sequence_20040,2,2,2,2,2,2,2,2,2,2
59,sequence_19370,2,2,2,2,2,2,2,2,2,2
60,sequence_19432,2,2,2,2,2,2,2,2,2,2
61,sequence_19371,2,2,2,2,2,2,2,2,2,2
62,sequence_19434,2,2,2,2,2,2,2,2,2,2
63,sequence_19505,2,2,2,2,2,2,2,2,2,2
64,sequence_53070,1,1,1,1,1,1,1,1,1,1
65,sequence_19392,2,2,2,2,2,2,2,2,2,2
66,sequence_19357,0,0,0,0,0,0,0,0,0,0
67,sequence_20056,0,0,0,0,0,0,0,0,0,0
68,sequence_19526,2,2,2,2,2,2,2,2,2,2
69,sequence_20046,0,0,0,0,0,0,0,0,0,0
70,sequence_19443,0,0,0,0,0,0,0,0,0,0
71,sequence_19410,1,1,1,1,1,1,1,1,1,1
72,sequence_19390,2,2,2,2,2,2,2,2,2,2
73,sequence_19439,2,2,2,2,2,2,2,2,2,2
74,sequence_20071,2,2,2,2,2,2,2,2,2,2
75,sequence_19451,0,0,0,0,0,0,0,0,0,0
76,sequence_20041,2,2,2,2,2,2,2,2,2,2
77,sequence_19415,0,0,0,0,0,0,0,0,0,0
78,sequence_20035,0,0,0,0,0,0,0,0,0,0
79,sequence_20051,0,0,0,0,0,0,0,0,0,0
80,sequence_19397,0,0,0,0,0,0,0,0,0,0
81,sequence_19394,2,2,2,2,2,2,2,2,2,2
82,sequence_19374,2,2,2,2,2,2,2,2,2,2
83,sequence_19378,2,2,2,2,2,2,2,2,2,2
84,sequence_19441,1,1,1,1,1,1,1,1,1,1
85,sequence_19433,2,2,2,2,2,2,2,2,2,2
86,sequence_20062,0,0,0,0,0,0,0,0,0,0
87,sequence_19393,0,0,0,0,0,0,0,0,0,0
88,sequence_20065,2,2,2,2,2,2,2,2,2,2
89,sequence_19383,1,1,1,1,1,1,1,1,1,1
90,sequence_19422,0,0,0,0,0,0,0,0,0,0
91,sequence_19495,2,2,2,2,2,2,2,2,2,2
92,sequence_19431,2,2,2,2,2,2,2,2,2,2
93,sequence_20058,0,0,0,0,0,0,0,0,0,0
94,sequence_19488,2,2,2,2,2,2,2,2,2,2
95,sequence_19375,2,2,2,2,2,2,2,2,2,2
96,sequence_19511,0,0,0,0,0,0,0,0,0,0
97,sequence_53065,1,1,1,1,1,1,1,1,1,1
98,sequence_53074,1,1,1,1,1,1,1,1,1,1
99,sequence_20050,0,0,0,0,0,0,0,0,0,0
100,sequence_19515,1,1,1,1,1,1,1,1,1,1
101,sequence_20057,0,0,0,0,0,0,0,0,0,0
102,sequence_19438,0,0,0,0,0,0,0,0,0,0
103,sequence_19486,2,2,2,2,2,2,2,2,2,2
104,sequence_19389,2,2,2,2,2,2,2,2,2,2
105,sequence_19468,0,0,0,0,0,0,0,0,0,0
106,sequence_20068,0,0,0,0,0,0,0,0,0,0
107,sequence_19420,0,0,0,0,0,0,0,0,0,0
108,sequence_20076,0,0,0,0,0,0,0,0,0,0
109,sequence_20070,0,0,0,0,0,0,0,0,0,0
110,sequence_19399,2,2,2,2,2,2,2,2,2,2
111,sequence_19436,2,2,2,2,2,2,2,2,2,2
112,sequence_19492,2,2,2,2,2,2,2,2,2,2
113,sequence_19445,2,2,2,2,2,2,2,2,2,2
114,sequence_19403,0,0,0,0,0,0,0,0,0,0
115,sequence_19428,2,2,2,2,2,2,2,2,2,2
116,sequence_19377,2,2,2,2,2,2,2,2,2,2
117,sequence_19427,1,1,1,1,1,1,1,1,1,1
118,sequence_19521,2,2,2,2,2,2,2,2,2,2
119,sequence_20045,0,0,0,0,0,0,0,0,0,0
120,sequence_19412,0,0,0,0,0,0,0,0,0,0
121,sequence_19508,0,0,0,0,0,0,0,0,0,0
122,sequence_53080,1,1,1,1,1,1,1,1,1,1
123,sequence_20073,0,0,0,0,0,0,0,0,0,0
124,sequence_19442,2,2,2,2,2,2,2,2,2,2
125,sequence_53077,1,1,1,1,1,1,1,1,1,1
126,sequence_19429,2,2,2,2,2,2,2,2,2,2
127,sequence_19416,2,2,2,2,2,2,2,2,2,2
128,sequence_20055,2,2,2,2,2,2,2,2,2,2
129,sequence_19388,2,2,2,2,2,2,2,2,2,2
130,sequence_20049,2,2,2,2,2,2,2,2,2,2
131,sequence_20059,0,0,0,0,0,0,0,0,0,0
132,sequence_19467,1,1,1,1,1,1,1,1,1,1
133,sequence_19373,2,2,2,2,2,2,2,2,2,2
134,sequence_19396,2,2,2,2,2,2,2,2,2,2
135,sequence_19527,2,2,2,2,2,2,2,2,2,2
136,sequence_19435,2,2,2,2,2,2,2,2,2,2
137,sequence_53069,1,1,1,1,1,1,1,1,1,1
138,sequence_19418,2,2,2,2,2,2,2,2,2,2
139,sequence_20075,2,2,2,2,2,2,2,2,2,2
140,sequence_19423,0,0,0,0,0,0,0,0,0,0
141,sequence_19516,0,0,0,0,0,0,0,0,0,0
142,sequence_19512,1,1,1,1,1,1,1,1,1,1
143,sequence_19387,0,0,0,0,0,0,0,0,0,0
144,sequence_53061,1,1,1,1,1,1,1,1,1,1
145,sequence_19448,0,0,0,0,0,0,0,0,0,0
146,sequence_19469,2,2,2,2,2,2,2,2,2,2
147,sequence_19449,0,0,0,0,0,0,0,0,0,0
148,sequence_53063,1,1,1,1,1,1,1,1,1,1
149,sequence_19457,0,0,0,0,0,0,0,0,0,0
150,sequence_19466,2,2,2,2,2,2,2,2,2,2
151,sequence_19494,2,2,2,2,2,2,2,2,2,2
152,sequence_19454,2,2,2,2,2,2,2,2,2,2
153,sequence_19529,2,2,2,2,2,2,2,2,2,2
154,sequence_19426,0,0,0,0,0,0,0,0,0,0
155,sequence_19491,2,2,2,2,2,2,2,2,2,2
156,sequence_19421,2,2,2,2,2,2,2,2,2,2
157,sequence_19514,1,1,1,1,1,1,1,1,1,1
158,sequence_19368,0,0,0,0,0,0,0,0,0,0
159,sequence_19437,2,2,2,2,2,2,2,2,2,2
160,sequence_20044,0,0,0,0,0,0,0,0,0,0
161,sequence_19501,0,0,0,0,0,0,0,0,0,0
162,sequence_20074,0,0,0,0,0,0,0,0,0,0
163,sequence_19395,2,2,2,2,2,2,2,2,2,2
164,sequence_19510,2,2,2,2,2,2,2,2,2,2
165,sequence_19489,2,2,2,2,2,2,2,2,2,2
166,sequence_19440,0,0,0,0,0,0,0,0,0,0
167,sequence_19408,0,0,0,0,0,0,0,0,0,0
168,sequence_53076,1,1,1,1,1,1,1,1,1,1
169,sequence_19372,2,2,2,2,2,2,2,2,2,2
170,sequence_19507,2,2,2,2,2,2,2,2,2,2
171,sequence_20066,2,2,2,2,2,2,2,2,2,2
172,sequence_19524,2,2,2,2,2,2,2,2,2,2
173,sequence_19414,0,0,0,0,0,0,0,0,0,0
174,sequence_19485,2,2,2,2,2,2,2,2,2,2
175,sequence_19384,1,1,1,1,1,1,1,1,1,1
176,sequence_19493,2,2,2,2,2,2,2,2,2,2
177,sequence_19484,2,2,2,2,2,2,2,2,2,2
178,sequence_53073,1,1,1,1,1,1,1,1,1,1
179,sequence_20034,0,0,0,0,0,0,0,0,0,0
180,sequence_19456,2,2,2,2,2,2,2,2,2,2
181,sequence_53067,1,1,1,1,1,1,1,1,1,1
182,sequence_19502,0,0,0,0,0,0,0,0,0,0
183,sequence_20053,0,0,0,0,0,0,0,0,0,0
184,sequence_19355,0,0,0,0,0,0,0,0,0,0
185,sequence_19365,0,0,0,0,0,0,0,0,0,0
186,sequence_20047,0,0,0,0,0,0,0,0,0,0
187,sequence_19528,2,2,2,2,2,2,2,2,2,2
188,sequence_19455,2,2,2,2,2,2,2,2,2,2
189,sequence_19479,0,0,0,0,0,0,0,0,0,0
190,sequence_19452,2,2,2,2,2,2,2,2,2,2
191,sequence_19407,0,0,0,0,0,0,0,0,0,0
192,sequence_19444,0,0,0,0,0,0,0,0,0,0
193,sequence_19499,2,2,2,2,2,2,2,2,2,2
194,sequence_19487,2,2,2,2,2,2,2,2,2,2
195,sequence_19398,0,0,0,0,0,0,0,0,0,0
196,sequence_19424,1,1,1,1,1,1,1,1,1,1
197,sequence_20037,0,0,0,0,0,0,0,0,0,0
198,sequence_53058,1,1,1,1,1,1,1,1,1,1
199,sequence_19458,0,0,0,0,0,0,0,0,0,0
200,sequence_19470,2,2,2,2,2,2,2,2,2,2
201,sequence_19364,0,0,0,0,0,0,0,0,0,0
202,sequence_19366,0,0,0,0,0,0,0,0,0,0
203,sequence_19361,0,0,0,0,0,0,0,0,0,0
204,sequence_19358,0,0,0,0,0,0,0,0,0,0
205,sequence_19360,0,0,0,0,0,0,0,0,0,0
206,sequence_19474,0,0,0,0,0,0,0,0,0,0
207,sequence_53060,1,1,1,1,1,1,1,1,1,1
208,sequence_19473,0,0,0,0,0,0,0,0,0,0
209,sequence_19459,0,0,0,0,0,0,0,0,0,0
210,sequence_19481,0,0,0,0,0,0,0,0,0,0
211,sequence_19465,0,0,0,0,0,0,0,0,0,0
212,sequence_19476,0,0,0,0,0,0,0,0,0,0
213,sequence_19480,0,0,0,0,0,0,0,0,0,0
214,sequence_19463,0,0,0,0,0,0,0,0,0,0
215,sequence_19464,2,2,2,2,2,2,2,2,2,2
216,sequence_19359,0,0,0,0,0,0,0,0,0,0
217,sequence_19350,0,0,0,0,0,0,0,0,0,0
218,sequence_19367,0,0,0,0,0,0,0,0,0,0
219,sequence_19471,0,0,0,0,0,0,0,0,0,0
220,sequence_19475,0,0,0,0,0,0,0,0,0,0
221,sequence_19353,0,0,0,0,0,0,0,0,0,0
222,sequence_19461,1,1,1,1,1,1,1,1,1,1
223,sequence_19483,0,0,0,0,0,0,0,0,0,0
224,sequence_19472,0,0,0,0,0,0,0,0,0,0
225,sequence_19462,0,0,0,0,0,0,0,0,0,0
226,sequence_19362,0,0,0,0,0,0,0,0,0,0
227,sequence_19349,0,0,0,0,0,0,0,0,0,0
228,sequence_19478,0,0,0,0,0,0,0,0,0,0
229,sequence_19351,0,0,0,0,0,0,0,0,0,0
230,sequence_19460,0,0,0,0,0,0,0,0,0,0
231,sequence_19352,0,0,0,0,0,0,0,0,0,0
232,sequence_19482,0,0,0,0,0,0,0,0,0,0
233,sequence_19518,0,0,0,0,0,0,0,0,0,0
234,sequence_19356,0,0,0,0,0,0,0,0,0,0
235,sequence_19503,0,0,0,0,0,0,0,0,0,0
236,sequence_19517,0,0,0,0,0,0,0,0,0,0
237,sequence_19520,0,0,0,0,0,0,0,0,0,0
238,sequence_19385,0,0,0,0,0,0,0,0,0,0
239,sequence_19411,0,0,0,0,0,0,0,0,0,0
240,sequence_19513,0,0,0,0,0,0,0,0,0,0
241,sequence_19413,0,0,0,0,0,0,0,0,0,0
242,sequence_53083,1,1,1,1,1,1,1,1,1,1
243,sequence_53088,1,1,1,1,1,1,1,1,1,1
244,sequence_19381,1,1,1,1,1,1,1,1,1,1
245,sequence_53081,1,1,1,1,1,1,1,1,1,1
246,sequence_53086,1,1,1,1,1,1,1,1,1,1
247,sequence_53087,1,1,1,1,1,1,1,1,1,1
248,sequence_19400,0,0,0,0,0,0,0,0,0,0
249,sequence_53068,1,1,1,1,1,1,1,1,1,1
250,sequence_53072,1,1,1,1,1,1,1,1,1,1
251,sequence_53098,1,1,1,1,1,1,1,1,1,1
252,sequence_53052,1,1,1,1,1,1,1,1,1,1
253,sequence_53084,1,1,1,1,1,1,1,1,1,1
254,sequence_53099,1,1,1,1,1,1,1,1,1,1
255,sequence_53056,1,1,1,1,1,1,1,1,1,1
256,sequence_19347,0,0,0,0,0,0,0,0,0,0
257,sequence_19379,0,0,0,0,0,0,0,0,0,0
258,sequence_19348,1,1,1,1,1,1,1,1,1,1
259,sequence_19380,1,1,1,1,1,1,1,1,1,1
260,sequence_19401,2,2,2,2,2,2,2,2,2,2
