,secuencia,K-means0.5,K-means0.55,K-means0.6000000000000001,K-means0.6500000000000001,K-means0.7000000000000002,K-means0.7500000000000002,K-means0.8000000000000003,K-means0.8500000000000003,K-means0.9000000000000004,K-means0.9500000000000004
69,sequence_47770,25,25,25,25,25,25,25,25,25,25
70,sequence_47713,1,1,1,1,1,1,1,1,1,1
71,sequence_47738,13,13,13,13,13,13,13,13,13,13
72,sequence_47769,25,25,25,25,25,25,25,25,25,25
73,sequence_47702,14,14,14,14,14,14,14,14,14,14
74,sequence_47672,14,14,14,14,14,14,14,14,14,14
75,sequence_47705,14,14,14,14,14,14,14,14,14,14
76,sequence_47694,24,24,24,24,24,24,24,24,24,24
77,sequence_47691,24,24,24,24,24,24,24,24,24,24
78,sequence_47701,23,23,23,23,23,23,23,23,23,23
79,sequence_47706,1,1,1,1,1,1,1,1,1,1
80,sequence_47675,1,1,1,1,1,1,1,1,1,1
81,sequence_47698,24,24,24,24,24,24,24,24,24,24
82,sequence_47688,8,8,8,8,8,8,8,8,8,8
83,sequence_47704,18,18,18,18,18,18,18,18,18,18
84,sequence_47708,7,7,7,7,7,7,7,7,7,7
85,sequence_47709,7,7,7,7,7,7,7,7,7,7
86,sequence_47677,7,7,7,7,7,7,7,7,7,7
87,sequence_47692,19,19,19,19,19,19,19,19,19,19
88,sequence_47703,18,18,18,18,18,18,18,18,18,18
89,sequence_47707,7,7,7,7,7,7,7,7,7,7
90,sequence_47762,18,18,18,18,18,18,18,18,18,18
91,sequence_47765,18,18,18,18,18,18,18,18,18,18
92,sequence_47767,18,18,18,18,18,18,18,18,18,18
93,sequence_47812,15,15,15,15,15,15,15,15,15,15
94,sequence_47761,18,18,18,18,18,18,18,18,18,18
95,sequence_47764,18,18,18,18,18,18,18,18,18,18
96,sequence_47763,15,15,15,15,15,15,15,15,15,15
97,sequence_47699,22,22,22,22,22,22,22,22,22,22
98,sequence_47687,19,19,19,19,19,19,19,19,19,19
99,sequence_47693,7,7,7,7,7,7,7,7,7,7
100,sequence_47690,19,19,19,19,19,19,19,19,19,19
101,sequence_47712,12,12,12,12,12,12,12,12,12,12
102,sequence_47714,22,22,22,22,22,22,22,22,22,22
103,sequence_47725,22,22,22,22,22,22,22,22,22,22
104,sequence_47669,24,24,24,24,24,24,24,24,24,24
105,sequence_47668,3,3,3,3,3,3,3,3,3,3
106,sequence_47670,3,3,3,3,3,3,3,3,3,3
107,sequence_47665,3,3,3,3,3,3,3,3,3,3
108,sequence_47661,3,3,3,3,3,3,3,3,3,3
109,sequence_47667,27,27,27,27,27,27,27,27,27,27
110,sequence_47726,6,6,6,6,6,6,6,6,6,6
111,sequence_47734,6,6,6,6,6,6,6,6,6,6
112,sequence_47811,6,6,6,6,6,6,6,6,6,6
113,sequence_47662,3,3,3,3,3,3,3,3,3,3
114,sequence_47731,21,21,21,21,21,21,21,21,21,21
115,sequence_47733,16,16,16,16,16,16,16,16,16,16
116,sequence_47732,16,16,16,16,16,16,16,16,16,16
117,sequence_47755,0,0,0,0,0,0,0,0,0,0
118,sequence_47746,13,13,13,13,13,13,13,13,13,13
119,sequence_47754,0,0,0,0,0,0,0,0,0,0
120,sequence_47753,0,0,0,0,0,0,0,0,0,0
121,sequence_47740,0,0,0,0,0,0,0,0,0,0
122,sequence_47742,5,5,5,5,5,5,5,5,5,5
123,sequence_47715,7,7,7,7,7,7,7,7,7,7
124,sequence_47718,27,27,27,27,27,27,27,27,27,27
125,sequence_47717,7,7,7,7,7,7,7,7,7,7
126,sequence_47720,27,27,27,27,27,27,27,27,27,27
127,sequence_47716,27,27,27,27,27,27,27,27,27,27
128,sequence_47719,7,7,7,7,7,7,7,7,7,7
129,sequence_47723,9,9,9,9,9,9,9,9,9,9
130,sequence_47722,9,9,9,9,9,9,9,9,9,9
131,sequence_47674,14,14,14,14,14,14,14,14,14,14
132,sequence_47676,7,7,7,7,7,7,7,7,7,7
133,sequence_47711,5,5,5,5,5,5,5,5,5,5
134,sequence_47739,5,5,5,5,5,5,5,5,5,5
135,sequence_47735,5,5,5,5,5,5,5,5,5,5
136,sequence_47793,11,11,11,11,11,11,11,11,11,11
137,sequence_47801,10,10,10,10,10,10,10,10,10,10
138,sequence_47805,10,10,10,10,10,10,10,10,10,10
139,sequence_47802,16,16,16,16,16,16,16,16,16,16
140,sequence_47794,17,17,17,17,17,17,17,17,17,17
141,sequence_47728,4,4,4,4,4,4,4,4,4,4
142,sequence_47808,4,4,4,4,4,4,4,4,4,4
143,sequence_47792,11,11,11,11,11,11,11,11,11,11
144,sequence_47791,4,4,4,4,4,4,4,4,4,4
145,sequence_47788,4,4,4,4,4,4,4,4,4,4
146,sequence_47729,11,11,11,11,11,11,11,11,11,11
147,sequence_47809,11,11,11,11,11,11,11,11,11,11
148,sequence_47737,11,11,11,11,11,11,11,11,11,11
149,sequence_47810,4,4,4,4,4,4,4,4,4,4
150,sequence_47766,20,20,20,20,20,20,20,20,20,20
151,sequence_47736,4,4,4,4,4,4,4,4,4,4
